0,7*15+15,133,(62-34)*15+15,133,(56-34)*15+15,266,(79-67)*15+15,266,(90-67)*15+15,0,12*15+15,266,(84-67)*15+15,133,(59-34)*15+15,266,(69-67)*15+15,133,(51-34)*15+15,133,(60-34)*15+15,0,15*15+15,266,(99-67)*15+15,0,2*15+15,266,(83-67)*15+15,133,(34-34)*15+15,133,(63-34)*15+15,266,(78-67)*15+15,266,(91-67)*15+15,133,(42-34)*15+15,266,(77-67)*15+15,266,(96-67)*15+15,266,(86-67)*15+15,0,28*15+15,266,(67-67)*15+15,0,13*15+15,133,(36-34)*15+15,0,21*15+15,133,(64-34)*15+15,0,30*15+15,0,14*15+15,266,(82-67)*15+15,266,(98-67)*15+15,133,(53-34)*15+15,266,(93-67)*15+15,0,26*15+15,0,31*15+15,133,(35-34)*15+15,133,(46-34)*15+15,133,(47-34)*15+15,133,(41-34)*15+15,133,(58-34)*15+15,0,19*15+15,266,(89-67)*15+15,133,(49-34)*15+15,266,(92-67)*15+15,266,(97-67)*15+15,0,20*15+15,0,0*15+15,266,(85-67)*15+15,0,24*15+15,0,10*15+15,133,(43-34)*15+15,133,(52-34)*15+15,133,(44-34)*15+15,0,8*15+15,0,1*15+15,266,(71-67)*15+15,133,(66-34)*15+15,133,(38-34)*15+15,133,(39-34)*15+15,266,(95-67)*15+15,266,(73-67)*15+15,266,(94-67)*15+15,0,29*15+15,0,5*15+15,0,17*15+15,0,22*15+15,266,(87-67)*15+15,0,4*15+15,0,3*15+15,0,16*15+15,133,(48-34)*15+15,266,(76-67)*15+15,133,(61-34)*15+15,0,23*15+15,133,(54-34)*15+15,133,(37-34)*15+15,266,(75-67)*15+15,133,(65-34)*15+15,0,6*15+15,133,(40-34)*15+15,0,32*15+15,266,(88-67)*15+15,266,(81-67)*15+15,133,(45-34)*15+15,266,(74-67)*15+15,0,33*15+15,133,(55-34)*15+15,0,9*15+15,266,(70-67)*15+15,133,(50-34)*15+15,266,(68-67)*15+15,266,(72-67)*15+15,266,(80-67)*15+15,0,11*15+15,133,(57-34)*15+15,0,18*15+15,0,27*15+15,0,25*15+15,1481537899
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,266,255,133,15,133,450,266,180,266,375,427,97,266,165,266,450,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,154,209,133,120,133,375,596,16,266,345,133,240,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,133,285,133,165,0,135,0,30,266,75,133,495,133,75,133,90,266,435,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,133,315,133,60,266,135,133,480,404,47,133,105,0,495,266,330,266,225,133,180,266,120,0,510,133,330,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538069
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,266,255,133,15,133,450,266,180,266,375,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,154,209,133,120,133,375,596,16,266,345,133,240,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,133,285,133,165,0,135,0,30,266,75,133,495,133,75,133,90,817,498,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,133,315,133,60,266,135,133,480,404,47,133,105,0,495,266,330,266,225,133,180,266,120,0,510,133,330,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538084
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,154,209,133,120,133,375,596,16,266,345,133,240,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,133,285,133,165,0,135,0,30,266,75,133,495,133,75,133,90,817,498,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,133,315,133,60,266,135,133,480,404,47,133,105,0,495,266,330,266,225,133,180,266,120,0,510,133,330,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538099
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,154,209,133,120,133,375,596,16,266,345,133,240,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,133,285,725,438,0,135,0,30,749,40,133,495,133,75,133,90,817,498,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,133,315,133,60,706,22,133,480,404,47,133,105,0,495,266,330,266,225,133,180,266,120,0,510,133,330,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538114
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,154,209,133,120,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,133,285,848,519,0,135,0,30,749,40,133,495,133,75,133,90,817,498,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,524,29,133,60,706,22,133,480,404,47,133,105,0,495,266,330,266,225,133,180,266,120,0,510,205,246,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538129
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,154,209,133,120,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,848,519,0,135,0,30,749,40,133,495,133,75,133,90,817,498,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,771,22,133,60,706,22,133,480,404,47,133,105,0,495,266,330,266,225,794,55,266,120,0,510,205,246,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538144
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,502,133,120,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,848,519,0,135,0,30,749,40,133,495,133,75,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,771,22,133,60,706,22,133,480,404,47,825,32,0,495,266,330,266,225,794,55,266,120,0,510,205,246,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538159
0,120,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,0,240,266,495,0,45,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,0,225,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,500,585,448,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,133,495,133,75,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,0,255,133,225,266,150,133,420,0,360,771,22,133,60,706,22,133,480,404,47,825,32,0,495,266,330,266,225,794,55,266,120,0,510,205,246,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538174
527,85,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,266,15,0,210,133,45,0,330,133,465,0,465,299,160,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,500,585,448,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,133,495,133,75,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,76,209,133,225,266,150,133,420,0,360,771,22,133,60,706,22,133,480,404,47,825,32,0,495,266,330,266,225,794,55,266,120,0,510,205,246,0,150,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538189
527,85,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,198,224,0,210,133,45,0,330,133,465,0,465,438,145,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,500,585,448,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,133,495,133,75,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,76,209,133,225,266,150,133,420,0,360,771,22,133,60,706,22,133,480,404,47,825,32,0,495,266,330,266,225,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538204
527,85,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,266,180,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,0,330,133,465,0,465,438,145,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,500,585,448,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,133,495,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,76,209,133,225,266,150,133,420,0,360,771,22,842,51,706,22,133,480,404,47,825,32,0,495,266,330,266,225,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,266,210,0,180,133,360,580,32,0,420,47,392,1481538219
527,85,133,435,133,345,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,0,330,133,465,0,465,438,145,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,500,585,448,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,133,495,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,76,209,133,225,266,150,133,420,0,360,771,22,842,51,706,22,133,480,404,47,825,32,0,495,656,407,266,225,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,0,180,133,360,580,32,0,420,47,392,1481538234
527,85,133,435,916,464,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,0,330,133,465,0,465,438,145,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,500,585,448,133,375,596,16,266,345,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,133,495,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,76,209,133,225,266,150,133,420,0,360,771,22,842,51,706,22,133,480,404,47,825,32,0,495,761,81,872,70,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,0,180,133,360,580,32,0,420,47,392,1481538249
527,85,565,192,916,464,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,0,330,133,465,0,465,438,145,481,129,266,480,133,300,266,405,0,405,0,480,407,31,462,75,909,500,585,448,133,375,596,16,526,458,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,860,89,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,76,209,133,225,266,150,133,420,0,360,771,22,842,51,706,22,892,47,404,47,825,32,0,495,761,81,872,70,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,0,180,133,360,580,32,0,420,47,392,1481538264
527,85,569,198,916,464,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,503,485,133,465,0,465,438,145,481,129,266,480,133,300,266,405,0,405,811,73,407,31,462,75,909,500,585,448,133,375,596,16,526,458,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,860,89,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,0,345,266,315,0,75,0,60,76,209,133,225,266,150,133,420,0,360,771,22,842,51,706,22,892,47,404,47,825,32,0,495,761,81,872,70,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,0,180,133,360,580,32,460,442,47,392,1481538279
527,85,569,198,916,464,266,195,266,360,0,195,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,503,485,133,465,0,465,438,145,481,129,266,480,133,300,266,405,0,405,812,98,407,31,462,75,909,500,585,448,133,375,596,16,526,458,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,860,89,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,538,506,266,315,0,75,0,60,76,209,133,225,266,150,133,420,7,367,771,22,842,51,706,22,892,47,404,47,825,32,915,86,761,81,872,70,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,0,180,133,360,580,32,460,442,47,392,1481538294
527,85,569,198,916,464,266,195,266,360,583,211,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,503,485,133,465,419,464,438,145,481,129,266,480,133,300,266,405,467,113,812,98,407,31,462,75,909,500,585,448,133,375,596,16,526,458,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,0,30,749,40,860,89,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,538,506,266,315,0,75,0,60,76,209,133,225,266,150,133,420,7,367,771,22,842,51,706,22,892,47,404,47,825,32,915,86,761,81,872,70,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,0,180,133,360,580,32,460,442,47,392,1481538309
527,85,569,198,916,464,266,195,266,360,583,211,266,270,133,390,266,45,133,270,133,405,553,108,266,495,415,122,825,463,133,15,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,503,485,133,465,419,464,438,145,481,129,266,480,133,300,266,405,467,113,812,98,407,31,462,75,909,500,585,448,133,375,596,16,526,458,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,621,44,749,40,860,89,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,538,506,266,315,0,75,0,60,76,209,133,225,266,150,133,420,7,367,771,22,842,51,706,22,892,47,404,47,825,32,915,86,761,81,872,70,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,799,266,133,360,580,32,460,442,47,392,1481538324
527,85,569,198,916,464,266,195,266,360,583,211,266,270,133,390,767,368,133,270,133,405,553,108,266,495,415,122,825,463,830,238,133,450,574,85,875,442,427,97,266,165,288,288,266,300,0,435,126,114,0,210,133,45,503,485,133,465,419,464,438,145,481,129,266,480,133,300,266,405,467,113,812,98,407,31,462,75,909,500,585,448,133,375,596,16,526,458,626,24,266,390,266,465,0,315,407,15,868,479,507,46,0,165,133,150,787,252,574,482,844,501,621,44,749,40,860,89,705,61,657,440,636,465,266,105,266,420,0,450,451,29,0,270,538,506,266,315,0,75,0,60,76,209,133,225,266,150,133,420,7,367,771,22,842,51,706,22,892,47,404,47,825,32,915,86,761,81,872,70,794,55,266,120,0,510,205,246,522,425,266,60,133,255,266,30,480,16,824,77,799,266,133,360,580,32,460,442,47,392,1481538339
