266,(85-67)*15+15,133,(35-34)*15+15,266,(68-67)*15+15,0,12*15+15,0,30*15+15,133,(48-34)*15+15,0,31*15+15,0,28*15+15,266,(98-67)*15+15,0,29*15+15,0,6*15+15,133,(36-34)*15+15,266,(76-67)*15+15,133,(54-34)*15+15,0,25*15+15,266,(74-67)*15+15,133,(60-34)*15+15,266,(69-67)*15+15,0,23*15+15,133,(56-34)*15+15,266,(95-67)*15+15,133,(46-34)*15+15,0,33*15+15,0,16*15+15,0,24*15+15,133,(34-34)*15+15,266,(94-67)*15+15,133,(45-34)*15+15,266,(80-67)*15+15,0,0*15+15,266,(75-67)*15+15,266,(99-67)*15+15,133,(63-34)*15+15,133,(38-34)*15+15,266,(90-67)*15+15,133,(39-34)*15+15,266,(70-67)*15+15,133,(65-34)*15+15,266,(77-67)*15+15,133,(52-34)*15+15,133,(43-34)*15+15,133,(51-34)*15+15,133,(58-34)*15+15,0,10*15+15,0,8*15+15,133,(61-34)*15+15,133,(59-34)*15+15,133,(66-34)*15+15,266,(88-67)*15+15,133,(42-34)*15+15,266,(86-67)*15+15,0,26*15+15,266,(79-67)*15+15,133,(50-34)*15+15,133,(57-34)*15+15,133,(44-34)*15+15,0,15*15+15,0,18*15+15,133,(40-34)*15+15,266,(91-67)*15+15,0,22*15+15,0,4*15+15,266,(92-67)*15+15,266,(93-67)*15+15,266,(82-67)*15+15,266,(73-67)*15+15,133,(47-34)*15+15,0,11*15+15,0,20*15+15,133,(49-34)*15+15,0,7*15+15,0,1*15+15,0,32*15+15,266,(78-67)*15+15,133,(41-34)*15+15,0,14*15+15,133,(53-34)*15+15,266,(87-67)*15+15,266,(96-67)*15+15,266,(71-67)*15+15,266,(67-67)*15+15,0,21*15+15,0,13*15+15,0,19*15+15,266,(89-67)*15+15,0,2*15+15,0,9*15+15,133,(64-34)*15+15,266,(83-67)*15+15,133,(55-34)*15+15,0,17*15+15,266,(72-67)*15+15,266,(81-67)*15+15,133,(37-34)*15+15,266,(84-67)*15+15,0,3*15+15,133,(62-34)*15+15,266,(97-67)*15+15,0,5*15+15,0,27*15+15,1465964982
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,0,360,133,345,266,435,133,195,0,510,0,255,0,375,133,15,266,420,133,180,266,210,675,290,266,135,266,495,765,290,133,75,266,360,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,266,195,751,319,133,360,133,165,0,240,705,304,133,105,266,375,748,305,683,278,266,390,266,405,266,240,266,105,133,210,37,185,750,275,133,240,0,120,0,30,0,495,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965183
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,0,360,133,345,266,435,133,195,0,510,0,255,0,375,133,15,266,420,133,180,266,210,675,290,266,135,266,495,765,290,133,75,266,360,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,728,301,748,305,683,278,266,390,266,405,266,240,266,105,133,210,37,185,750,275,133,240,0,120,0,30,0,495,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965198
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,0,360,133,345,266,435,133,195,0,510,0,255,0,375,133,15,266,420,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,133,210,37,185,750,275,133,240,0,120,0,30,0,495,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965213
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,0,360,133,345,266,435,133,195,0,510,0,255,0,375,133,15,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,133,210,37,185,750,275,133,240,0,120,422,22,0,495,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965228
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,0,360,133,345,266,435,133,195,0,510,482,15,0,375,133,15,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,133,210,37,185,750,275,133,240,418,38,422,22,0,495,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965243
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,706,254,133,15,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,133,210,37,185,750,275,133,240,418,38,422,22,0,495,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965258
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,133,15,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,133,210,37,185,750,275,133,240,418,38,422,22,0,495,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965273
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,494,27,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,133,210,37,185,750,275,133,240,418,38,422,22,425,58,266,180,133,120,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965288
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,266,180,492,47,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965303
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,266,180,492,47,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965396
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,266,210,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,266,390,769,261,266,240,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965412
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,577,40,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,0,45,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965426
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,0,105,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,568,53,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,878,65,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965442
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,941,37,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,568,53,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,133,300,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,952,20,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965457
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,941,37,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,568,53,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,230,275,266,315,266,450,266,75,266,15,0,330,0,210,0,300,266,345,952,20,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965472
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,941,37,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,568,53,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,904,14,266,315,266,450,266,75,873,27,0,330,0,210,0,300,266,345,952,20,0,150,133,465,266,255,133,330,0,270,266,90,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965487
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,941,37,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,568,53,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,904,14,266,315,266,450,762,3,881,27,0,330,0,210,0,300,266,345,952,20,0,150,133,465,266,255,133,330,0,270,258,202,266,225,133,60,266,270,0,60,133,435,266,465,0,90,0,420,1465965501
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,941,37,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,266,330,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,568,53,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,904,14,266,315,266,450,871,11,881,27,0,330,0,210,0,300,266,345,952,20,0,150,133,465,266,255,133,330,0,270,258,202,266,225,133,60,906,42,0,60,133,435,266,465,0,90,0,420,1465965517
266,285,133,30,266,30,0,195,0,465,133,225,0,480,0,435,266,480,0,450,941,37,133,45,266,150,133,315,608,275,266,120,133,405,266,45,582,12,133,345,266,435,133,195,0,510,482,15,-8,373,493,28,796,320,133,180,417,75,675,290,266,135,266,495,765,290,133,75,827,306,673,319,266,60,133,480,266,165,133,285,608,296,140,268,133,375,623,285,0,135,133,420,133,390,133,495,933,50,133,135,266,300,0,405,820,275,751,319,133,360,133,165,0,240,705,304,133,105,254,379,748,305,683,278,568,53,769,261,489,74,266,105,482,60,37,185,750,275,133,240,418,38,422,22,425,58,550,34,492,47,657,264,904,14,266,315,266,450,871,11,881,27,0,330,0,210,0,300,796,16,952,20,0,150,133,465,266,255,133,330,0,270,258,202,266,225,133,60,906,42,-4,63,133,435,266,465,0,90,0,420,1465965531
