0,33*15+15,133,(55-34)*15+15,266,(99-67)*15+15,133,(45-34)*15+15,0,20*15+15,0,15*15+15,0,2*15+15,266,(90-67)*15+15,133,(48-34)*15+15,266,(67-67)*15+15,266,(72-67)*15+15,266,(87-67)*15+15,133,(59-34)*15+15,266,(75-67)*15+15,266,(91-67)*15+15,133,(54-34)*15+15,0,10*15+15,133,(57-34)*15+15,0,7*15+15,266,(94-67)*15+15,0,8*15+15,0,25*15+15,0,23*15+15,266,(84-67)*15+15,133,(38-34)*15+15,0,21*15+15,266,(80-67)*15+15,133,(66-34)*15+15,0,4*15+15,133,(50-34)*15+15,133,(63-34)*15+15,266,(77-67)*15+15,0,14*15+15,266,(78-67)*15+15,133,(43-34)*15+15,133,(49-34)*15+15,133,(36-34)*15+15,266,(69-67)*15+15,0,26*15+15,266,(71-67)*15+15,0,9*15+15,266,(96-67)*15+15,0,32*15+15,133,(65-34)*15+15,133,(58-34)*15+15,266,(89-67)*15+15,266,(73-67)*15+15,266,(95-67)*15+15,133,(37-34)*15+15,266,(74-67)*15+15,0,19*15+15,0,31*15+15,266,(86-67)*15+15,0,1*15+15,133,(62-34)*15+15,133,(56-34)*15+15,133,(61-34)*15+15,0,3*15+15,133,(34-34)*15+15,133,(40-34)*15+15,0,12*15+15,266,(82-67)*15+15,0,6*15+15,133,(51-34)*15+15,133,(53-34)*15+15,133,(60-34)*15+15,133,(64-34)*15+15,133,(44-34)*15+15,266,(79-67)*15+15,133,(47-34)*15+15,133,(41-34)*15+15,266,(68-67)*15+15,266,(93-67)*15+15,133,(46-34)*15+15,0,22*15+15,0,30*15+15,266,(97-67)*15+15,266,(83-67)*15+15,266,(88-67)*15+15,0,13*15+15,0,18*15+15,0,28*15+15,133,(39-34)*15+15,133,(42-34)*15+15,0,29*15+15,266,(98-67)*15+15,0,11*15+15,0,0*15+15,266,(92-67)*15+15,266,(85-67)*15+15,133,(52-34)*15+15,133,(35-34)*15+15,266,(76-67)*15+15,0,17*15+15,266,(81-67)*15+15,0,16*15+15,266,(70-67)*15+15,0,27*15+15,0,5*15+15,0,24*15+15,1472196424
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,133,75,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,133,45,266,45,888,585,266,75,0,150,266,450,0,495,133,480,133,375,266,345,266,105,266,435,133,60,266,120,889,511,0,480,266,300,0,30,133,435,133,345,133,420,443,575,133,15,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,133,90,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196891
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,133,75,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,133,45,266,45,888,585,266,75,0,150,266,450,0,495,133,480,133,375,266,345,266,105,266,435,133,60,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,133,15,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,133,90,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196906
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,133,75,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,133,45,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,133,60,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,638,375,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,133,90,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196921
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,133,75,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,133,45,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,133,60,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,133,90,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196936
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,133,75,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,965,505,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,133,90,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196951
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,133,75,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,623,429,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196966
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,626,399,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196981
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,133,105,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,133,120,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472196996
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,133,150,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,645,359,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,133,135,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197011
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,730,292,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,133,270,133,300,133,405,133,465,133,165,266,195,133,210,649,292,266,30,266,405,133,195,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197026
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,727,293,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,133,270,133,300,133,405,133,465,648,203,266,195,133,210,649,292,266,30,266,405,333,232,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197041
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,133,225,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,654,274,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,727,293,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,133,270,133,300,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197056
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,554,152,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,133,255,133,450,266,165,416,134,266,180,727,293,133,240,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,133,270,133,300,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197071
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,510,233,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,133,270,133,300,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,777,203,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197086
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,833,252,133,300,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,133,285,133,30,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197101
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,133,315,653,64,133,360,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,133,345,133,420,443,575,503,590,768,547,414,67,266,240,0,105,833,252,666,426,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197116
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,133,360,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,556,211,133,420,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197131
950,586,441,428,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,612,540,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,480,416,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,413,43,133,420,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197146
950,586,511,454,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,133,480,133,375,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,413,43,133,420,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,133,405,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197161
950,586,511,454,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,133,480,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,133,435,413,43,133,420,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,668,423,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197176
950,586,511,454,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,133,450,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,133,480,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,459,45,413,43,483,554,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,656,430,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197191
950,586,511,454,415,21,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,797,598,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,133,480,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,656,430,133,465,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197206
950,586,511,454,591,100,841,541,654,311,888,431,662,53,266,360,421,149,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,797,598,266,165,416,134,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,133,480,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197221
950,586,511,454,591,100,841,541,654,311,888,431,662,53,266,360,418,172,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,424,208,835,319,266,270,733,589,605,140,266,210,417,120,875,558,474,119,797,598,266,165,417,144,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,133,480,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,414,67,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197236
950,586,511,454,591,100,841,541,654,311,888,431,662,53,266,360,418,172,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,415,62,835,319,266,270,733,589,605,140,266,210,418,141,875,558,468,142,797,598,266,165,417,157,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,133,480,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,488,113,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197251
950,586,511,454,591,100,841,541,654,311,888,431,662,53,266,360,418,172,266,15,835,586,679,496,608,495,266,135,266,375,655,399,653,64,641,550,651,41,266,420,653,226,415,62,835,319,266,270,733,589,605,140,266,210,418,141,875,558,468,142,797,598,266,165,417,157,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,646,99,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,488,113,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197266
950,586,511,454,591,100,841,541,654,311,888,431,664,34,266,360,418,172,266,15,835,586,679,496,608,495,266,135,266,375,655,399,655,50,641,550,646,17,266,420,653,226,415,62,835,319,266,270,733,589,605,140,266,210,418,141,875,558,468,142,797,598,266,165,417,157,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,646,99,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,488,113,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197281
950,586,511,454,610,110,841,541,654,311,888,431,660,58,266,360,418,172,266,15,835,586,679,496,608,495,266,135,266,375,655,399,639,73,641,550,644,44,266,420,653,226,415,62,835,319,266,270,733,589,622,154,266,210,418,141,875,558,468,142,797,598,266,165,417,157,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,668,107,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,488,113,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197296
950,586,511,454,610,110,841,541,654,311,888,431,660,58,266,360,418,172,918,432,835,586,679,496,608,495,266,135,266,375,655,399,639,73,641,550,644,44,266,420,653,226,415,62,835,319,266,270,733,589,622,154,266,210,418,141,875,558,468,142,797,598,266,165,417,157,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,668,107,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,488,109,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,265,330,924,415,433,539,502,571,734,536,820,445,849,414,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197311
950,586,511,454,610,110,841,541,654,311,888,431,660,58,266,360,418,172,918,431,835,586,679,496,608,495,266,135,266,375,655,399,639,73,641,550,644,44,266,420,653,226,415,62,835,319,266,270,733,589,622,154,266,210,418,141,875,558,468,142,797,598,266,165,417,157,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,668,107,460,417,266,345,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,488,109,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,266,30,266,405,821,298,827,227,810,274,266,465,266,255,816,456,817,430,433,539,502,571,734,536,820,445,816,417,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197326
950,586,511,454,610,110,841,541,654,311,888,431,660,58,266,360,418,172,918,431,835,586,679,496,608,495,266,135,266,375,655,399,639,73,641,550,644,44,266,420,653,226,415,62,835,319,266,270,733,589,622,154,266,210,418,141,875,558,468,142,797,598,266,165,417,157,266,180,727,293,753,559,833,559,266,45,888,585,266,75,0,150,266,450,461,434,668,107,460,417,426,326,266,105,266,435,929,471,266,120,889,511,4,409,266,300,0,30,460,43,413,43,483,554,443,575,503,590,768,547,488,109,266,240,0,105,833,252,733,314,656,430,736,214,648,203,266,195,688,284,649,292,694,269,266,405,821,298,827,227,810,274,266,465,266,255,816,456,817,430,433,539,502,571,734,536,820,445,816,417,266,480,0,180,0,15,266,390,266,285,825,136,823,122,266,150,0,270,266,225,0,255,266,60,836,493,0,90,427,312,1472197341
