0,7*15+15,266,(88-67)*15+15,0,32*15+15,133,(65-34)*15+15,133,(57-34)*15+15,266,(72-67)*15+15,266,(85-67)*15+15,266,(77-67)*15+15,133,(49-34)*15+15,0,12*15+15,0,17*15+15,0,24*15+15,266,(68-67)*15+15,133,(37-34)*15+15,133,(54-34)*15+15,266,(70-67)*15+15,266,(67-67)*15+15,133,(45-34)*15+15,133,(52-34)*15+15,0,26*15+15,0,27*15+15,133,(63-34)*15+15,133,(41-34)*15+15,0,8*15+15,0,9*15+15,133,(38-34)*15+15,0,25*15+15,133,(61-34)*15+15,266,(79-67)*15+15,266,(80-67)*15+15,0,28*15+15,266,(94-67)*15+15,0,31*15+15,0,29*15+15,133,(66-34)*15+15,133,(62-34)*15+15,0,5*15+15,133,(58-34)*15+15,266,(78-67)*15+15,0,15*15+15,0,1*15+15,0,10*15+15,266,(82-67)*15+15,266,(97-67)*15+15,266,(69-67)*15+15,133,(40-34)*15+15,266,(95-67)*15+15,0,33*15+15,133,(44-34)*15+15,266,(75-67)*15+15,133,(34-34)*15+15,266,(74-67)*15+15,133,(53-34)*15+15,0,20*15+15,0,21*15+15,266,(83-67)*15+15,133,(48-34)*15+15,266,(84-67)*15+15,133,(60-34)*15+15,0,16*15+15,0,11*15+15,0,3*15+15,0,0*15+15,133,(59-34)*15+15,133,(47-34)*15+15,133,(42-34)*15+15,133,(64-34)*15+15,266,(76-67)*15+15,0,18*15+15,133,(56-34)*15+15,133,(39-34)*15+15,133,(51-34)*15+15,266,(98-67)*15+15,266,(71-67)*15+15,133,(43-34)*15+15,0,22*15+15,266,(73-67)*15+15,266,(81-67)*15+15,266,(86-67)*15+15,0,6*15+15,0,4*15+15,266,(90-67)*15+15,266,(96-67)*15+15,266,(89-67)*15+15,133,(46-34)*15+15,266,(87-67)*15+15,0,2*15+15,133,(50-34)*15+15,266,(99-67)*15+15,0,13*15+15,266,(91-67)*15+15,0,23*15+15,0,30*15+15,133,(35-34)*15+15,266,(92-67)*15+15,266,(93-67)*15+15,133,(36-34)*15+15,0,14*15+15,0,19*15+15,133,(55-34)*15+15,1464608554
0,120,266,330,0,495,133,480,133,360,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,0,135,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,133,390,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,-1,44,133,255,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608743
0,120,266,330,0,495,133,480,133,360,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,0,135,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,133,390,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,-1,44,133,255,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608758
0,120,266,330,0,495,133,480,133,360,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,0,135,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,133,390,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,-1,44,133,255,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608773
0,120,266,330,0,495,133,480,133,360,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,0,135,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,133,390,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,-1,44,133,255,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608788
0,120,266,330,0,495,133,480,133,360,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,0,135,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,133,390,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,-1,44,133,255,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608803
0,120,266,330,0,495,133,480,476,492,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,0,135,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,464,482,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,-1,44,729,289,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608818
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,0,135,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608833
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608848
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,266,375,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608863
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,266,240,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,521,495,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608878
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,883,507,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,266,360,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,521,495,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608893
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,883,507,266,465,266,45,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,882,519,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,521,495,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608908
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,133,450,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,883,507,266,465,277,53,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,882,519,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,521,495,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608923
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,265,495,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,883,507,266,465,268,44,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,270,515,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,521,495,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608938
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,265,495,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,883,507,266,465,268,44,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,271,368,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,521,495,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608953
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,265,495,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,883,507,266,465,268,44,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,271,368,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,740,266,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608968
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,265,495,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,0,240,9,22,0,165,883,507,266,465,268,44,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,271,368,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,731,309,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608983
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,265,495,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,851,78,9,22,0,165,883,507,266,465,268,44,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,271,368,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,731,309,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,133,330,1464608998
0,120,266,330,0,495,133,480,135,358,266,90,266,285,266,165,133,240,0,195,0,270,0,375,266,30,133,60,133,315,266,60,266,15,133,180,133,285,0,405,0,420,265,495,133,120,730,298,0,150,133,75,0,390,133,420,266,195,266,210,0,435,266,420,0,480,0,450,133,495,133,435,0,90,133,375,266,180,851,78,9,22,0,165,883,507,266,465,268,44,133,105,266,435,0,510,133,165,266,135,133,15,657,309,133,300,0,315,0,330,266,255,133,225,266,270,133,405,0,255,656,299,0,60,656,278,459,495,133,210,133,135,133,465,656,288,0,285,459,72,467,85,133,270,686,266,468,99,133,150,0,345,266,105,266,225,266,300,0,105,0,75,271,368,266,450,266,345,133,195,266,315,459,507,729,289,724,280,0,210,731,309,0,360,0,465,133,30,266,390,266,405,133,45,0,225,0,300,851,90,1464609013
