0,11*15+15,133,(59-34)*15+15,266,(84-67)*15+15,133,(54-34)*15+15,133,(51-34)*15+15,133,(61-34)*15+15,266,(79-67)*15+15,266,(71-67)*15+15,133,(37-34)*15+15,133,(64-34)*15+15,133,(48-34)*15+15,133,(66-34)*15+15,0,14*15+15,0,3*15+15,133,(58-34)*15+15,0,4*15+15,133,(43-34)*15+15,266,(86-67)*15+15,266,(67-67)*15+15,133,(42-34)*15+15,0,24*15+15,266,(69-67)*15+15,133,(49-34)*15+15,0,12*15+15,133,(44-34)*15+15,0,20*15+15,266,(78-67)*15+15,133,(57-34)*15+15,266,(72-67)*15+15,133,(62-34)*15+15,133,(53-34)*15+15,0,1*15+15,0,19*15+15,0,23*15+15,0,22*15+15,266,(83-67)*15+15,266,(75-67)*15+15,133,(60-34)*15+15,0,28*15+15,266,(90-67)*15+15,133,(35-34)*15+15,266,(99-67)*15+15,266,(81-67)*15+15,0,9*15+15,0,31*15+15,266,(85-67)*15+15,266,(82-67)*15+15,266,(77-67)*15+15,0,15*15+15,133,(40-34)*15+15,0,10*15+15,0,26*15+15,266,(88-67)*15+15,133,(52-34)*15+15,133,(36-34)*15+15,266,(74-67)*15+15,0,6*15+15,0,0*15+15,133,(34-34)*15+15,266,(68-67)*15+15,266,(97-67)*15+15,133,(46-34)*15+15,266,(92-67)*15+15,0,5*15+15,266,(94-67)*15+15,0,13*15+15,133,(50-34)*15+15,266,(80-67)*15+15,133,(38-34)*15+15,266,(87-67)*15+15,0,8*15+15,133,(47-34)*15+15,0,32*15+15,0,27*15+15,0,2*15+15,0,7*15+15,133,(56-34)*15+15,0,29*15+15,0,33*15+15,266,(96-67)*15+15,133,(45-34)*15+15,266,(93-67)*15+15,266,(70-67)*15+15,266,(91-67)*15+15,266,(73-67)*15+15,266,(98-67)*15+15,133,(39-34)*15+15,133,(41-34)*15+15,133,(65-34)*15+15,266,(95-67)*15+15,0,21*15+15,0,17*15+15,0,25*15+15,0,18*15+15,0,30*15+15,266,(76-67)*15+15,133,(63-34)*15+15,0,16*15+15,133,(55-34)*15+15,266,(89-67)*15+15,1491472160
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,133,465,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,266,15,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,133,360,266,90,133,435,133,300,0,30,0,300,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,266,105,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,150,133,450,0,255,133,330,266,345,1491472355
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,133,465,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,133,360,266,90,133,435,133,300,0,30,0,300,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,150,133,450,0,255,133,330,266,345,1491472370
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,133,360,266,90,133,435,133,300,0,30,0,300,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472385
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,133,360,266,90,133,435,133,300,0,30,0,300,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472400
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472415
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472430
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472445
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472460
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472475
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472490
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472505
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472520
0,180,133,390,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472535
0,180,165,380,455,34,133,315,133,270,133,420,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,133,285,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472550
0,180,597,221,455,34,133,315,133,270,597,236,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,146,280,133,45,266,120,0,105,0,15,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472565
0,180,597,221,455,34,133,315,133,270,597,236,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,413,164,133,45,266,120,0,105,411,179,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472580
0,180,597,221,455,34,133,315,133,270,597,236,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,413,164,133,45,266,120,0,105,411,179,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,481,438,383,448,494,133,180,434,398,266,60,266,375,436,536,449,509,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472595
0,180,597,221,455,34,133,315,133,270,597,236,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,413,164,133,45,266,120,0,105,411,179,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,493,438,383,450,507,133,180,434,398,665,31,266,375,436,536,682,46,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472610
0,180,597,221,455,34,133,315,133,270,597,236,266,195,266,75,133,60,131,464,133,225,133,495,0,225,0,60,133,375,0,75,133,150,266,300,267,18,133,135,0,375,266,45,133,240,0,195,133,165,0,315,437,47,603,438,266,90,133,435,133,300,0,30,562,452,0,360,0,345,266,255,266,135,133,405,0,435,266,360,133,30,266,495,266,225,0,150,0,480,266,285,266,240,266,165,0,240,133,105,0,165,0,405,266,330,413,164,133,45,266,120,0,105,411,179,133,15,266,30,266,465,133,195,266,390,0,90,266,420,0,210,133,255,266,210,133,75,266,315,0,135,133,210,0,495,0,420,0,45,0,120,444,523,446,493,438,383,450,507,133,180,434,398,665,31,266,375,436,536,682,46,133,90,133,120,133,480,266,435,0,330,0,270,0,390,0,285,0,465,266,478,133,450,0,255,133,330,266,345,1491472625
