133,(57-34)*15+15,0,7*15+15,266,(77-67)*15+15,266,(99-67)*15+15,0,29*15+15,0,3*15+15,0,18*15+15,0,23*15+15,266,(89-67)*15+15,0,26*15+15,266,(67-67)*15+15,266,(71-67)*15+15,0,5*15+15,266,(90-67)*15+15,0,4*15+15,0,21*15+15,133,(37-34)*15+15,0,14*15+15,133,(56-34)*15+15,133,(34-34)*15+15,133,(48-34)*15+15,0,33*15+15,0,2*15+15,266,(68-67)*15+15,266,(75-67)*15+15,0,9*15+15,266,(97-67)*15+15,133,(39-34)*15+15,266,(79-67)*15+15,133,(58-34)*15+15,266,(70-67)*15+15,266,(84-67)*15+15,133,(47-34)*15+15,0,6*15+15,133,(40-34)*15+15,133,(64-34)*15+15,133,(55-34)*15+15,266,(74-67)*15+15,266,(72-67)*15+15,133,(45-34)*15+15,266,(91-67)*15+15,133,(59-34)*15+15,133,(36-34)*15+15,0,1*15+15,133,(43-34)*15+15,133,(49-34)*15+15,133,(62-34)*15+15,0,8*15+15,266,(81-67)*15+15,133,(51-34)*15+15,0,17*15+15,133,(61-34)*15+15,266,(95-67)*15+15,266,(85-67)*15+15,133,(63-34)*15+15,266,(86-67)*15+15,266,(98-67)*15+15,0,0*15+15,266,(78-67)*15+15,0,24*15+15,0,10*15+15,266,(96-67)*15+15,0,30*15+15,133,(53-34)*15+15,0,15*15+15,0,12*15+15,266,(88-67)*15+15,266,(93-67)*15+15,133,(66-34)*15+15,0,31*15+15,133,(50-34)*15+15,133,(54-34)*15+15,133,(44-34)*15+15,0,25*15+15,0,28*15+15,133,(60-34)*15+15,266,(94-67)*15+15,0,16*15+15,133,(65-34)*15+15,133,(41-34)*15+15,133,(46-34)*15+15,133,(52-34)*15+15,133,(38-34)*15+15,0,19*15+15,266,(87-67)*15+15,266,(82-67)*15+15,133,(35-34)*15+15,0,13*15+15,266,(73-67)*15+15,266,(76-67)*15+15,266,(83-67)*15+15,0,32*15+15,0,11*15+15,0,27*15+15,133,(42-34)*15+15,266,(80-67)*15+15,0,22*15+15,266,(92-67)*15+15,266,(69-67)*15+15,0,20*15+15,1465916578
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,567,587,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,266,465,133,90,266,195,133,375,266,60,537,477,133,210,0,105,133,105,133,465,133,330,266,120,622,528,133,180,271,378,133,390,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,266,435,266,285,133,450,266,300,266,480,0,15,266,180,0,375,0,165,266,450,0,465,133,300,0,240,0,195,266,330,266,405,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,266,420,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,266,240,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,266,390,266,45,0,315,1465916843
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,266,465,133,90,266,195,133,375,266,60,537,477,133,210,0,105,133,105,133,465,133,330,266,120,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,266,435,266,285,133,450,266,300,266,480,0,15,266,180,0,375,0,165,266,450,0,465,133,300,0,240,0,195,266,330,266,405,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,266,420,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,266,240,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916858
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,266,465,133,90,266,195,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,266,120,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,726,443,266,285,133,450,266,300,266,480,0,15,266,180,0,375,0,165,266,450,0,465,133,300,0,240,0,195,266,330,266,405,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,266,420,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,266,240,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916873
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,266,465,133,90,266,195,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,266,120,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,726,443,266,285,133,450,266,300,266,480,0,15,266,180,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,940,241,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,266,420,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,266,240,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916888
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,874,104,133,90,266,195,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,266,120,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,726,443,266,285,133,450,926,54,266,480,0,15,266,180,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,266,420,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,266,240,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916903
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,874,104,133,90,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,726,443,266,285,133,450,806,35,266,480,0,15,266,180,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,266,420,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,266,240,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916918
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,874,104,133,90,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,726,443,266,285,133,450,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,266,420,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,643,320,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916933
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,133,345,443,508,133,225,0,510,0,45,266,30,266,135,0,150,874,104,133,90,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,133,435,0,135,266,225,133,270,0,270,133,420,726,443,794,117,133,450,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,643,320,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916948
133,360,0,120,900,89,574,441,0,450,0,60,0,285,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,867,72,443,508,133,225,0,510,0,45,266,30,266,135,0,150,874,104,133,90,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,266,225,133,270,0,270,133,420,726,443,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,643,320,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916963
133,360,0,120,900,89,574,441,0,450,0,60,929,140,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,847,121,443,508,133,225,0,510,0,45,266,30,266,135,0,150,874,104,133,90,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,266,225,133,270,0,270,133,420,726,443,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,643,320,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916978
133,360,0,120,916,70,574,441,0,450,0,60,929,140,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,266,135,0,150,877,83,133,90,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,266,225,133,270,0,270,133,420,726,443,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,643,320,133,30,0,210,266,105,266,150,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465916993
133,360,0,120,916,70,574,441,0,450,0,60,929,140,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,509,344,0,150,877,83,809,82,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,266,225,133,270,0,270,133,420,726,443,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,266,315,643,320,133,30,0,210,266,105,752,11,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465917008
133,360,0,120,916,70,574,441,0,450,0,60,929,140,0,360,266,345,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,266,225,133,270,0,270,133,420,726,443,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,433,229,643,320,133,30,0,210,266,105,752,11,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465917023
133,360,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,732,459,736,430,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,266,225,133,270,0,270,133,420,726,443,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,266,255,0,495,0,180,0,420,133,135,266,210,0,345,284,397,266,45,0,315,1465917038
133,360,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,133,375,266,60,537,477,133,210,0,105,133,105,133,465,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,266,225,133,270,0,270,133,420,728,429,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,266,255,0,495,0,180,0,420,133,135,266,210,0,345,719,337,266,45,0,315,1465917053
133,360,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,133,375,266,60,537,477,841,26,0,105,133,105,133,465,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,479,65,133,270,0,270,133,420,728,429,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,266,210,0,345,719,337,266,45,0,315,1465917068
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,133,375,266,60,537,477,849,23,0,105,133,105,133,465,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,479,65,133,270,0,270,133,420,728,429,794,117,783,20,806,35,266,480,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,266,210,0,345,719,337,266,45,0,315,1465917083
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,133,375,266,60,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,479,65,133,270,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,133,480,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,266,210,0,345,719,337,266,45,0,315,1465917098
753,541,0,120,916,70,574,441,0,450,0,60,929,140,0,360,760,569,460,467,577,552,462,519,0,90,508,494,0,75,0,330,133,60,0,225,881,102,443,508,133,225,0,510,0,45,266,30,825,541,0,150,877,83,809,82,565,492,904,273,266,60,537,477,849,23,0,105,133,105,636,388,746,441,742,418,622,528,133,180,706,80,710,92,133,45,0,30,133,150,133,240,683,109,0,135,479,65,133,270,0,270,496,226,728,429,794,117,783,20,806,35,664,284,0,15,634,299,0,375,0,165,489,51,0,465,133,300,0,240,0,195,791,216,815,239,133,495,0,480,133,255,133,315,133,165,0,390,0,435,133,405,720,320,0,255,587,315,133,120,133,195,133,285,133,75,0,300,423,224,643,320,133,30,0,210,266,105,752,11,462,212,0,495,0,180,0,420,133,135,266,210,0,345,719,337,266,45,0,315,1465917113
