266,(83-67)*15+15,266,(97-67)*15+15,266,(89-67)*15+15,133,(35-34)*15+15,0,33*15+15,266,(92-67)*15+15,0,16*15+15,0,5*15+15,133,(62-34)*15+15,266,(99-67)*15+15,133,(53-34)*15+15,0,22*15+15,133,(47-34)*15+15,0,8*15+15,266,(85-67)*15+15,133,(52-34)*15+15,0,28*15+15,0,26*15+15,133,(34-34)*15+15,133,(41-34)*15+15,133,(58-34)*15+15,266,(70-67)*15+15,266,(98-67)*15+15,0,15*15+15,0,25*15+15,266,(93-67)*15+15,0,6*15+15,0,4*15+15,0,23*15+15,266,(72-67)*15+15,266,(69-67)*15+15,133,(44-34)*15+15,0,11*15+15,133,(60-34)*15+15,0,7*15+15,0,27*15+15,266,(79-67)*15+15,0,19*15+15,133,(36-34)*15+15,133,(39-34)*15+15,0,18*15+15,133,(61-34)*15+15,266,(91-67)*15+15,0,9*15+15,0,30*15+15,266,(76-67)*15+15,0,32*15+15,133,(50-34)*15+15,0,21*15+15,133,(42-34)*15+15,133,(37-34)*15+15,133,(57-34)*15+15,266,(67-67)*15+15,133,(54-34)*15+15,0,20*15+15,133,(49-34)*15+15,266,(90-67)*15+15,0,14*15+15,133,(40-34)*15+15,266,(82-67)*15+15,266,(96-67)*15+15,133,(64-34)*15+15,133,(45-34)*15+15,266,(94-67)*15+15,266,(75-67)*15+15,133,(46-34)*15+15,266,(88-67)*15+15,0,24*15+15,266,(78-67)*15+15,133,(59-34)*15+15,266,(77-67)*15+15,266,(86-67)*15+15,266,(81-67)*15+15,133,(51-34)*15+15,133,(38-34)*15+15,266,(68-67)*15+15,266,(71-67)*15+15,133,(65-34)*15+15,0,3*15+15,266,(84-67)*15+15,266,(87-67)*15+15,0,29*15+15,266,(73-67)*15+15,133,(48-34)*15+15,0,13*15+15,0,10*15+15,0,17*15+15,0,31*15+15,133,(55-34)*15+15,133,(56-34)*15+15,0,12*15+15,0,2*15+15,0,0*15+15,0,1*15+15,266,(74-67)*15+15,133,(66-34)*15+15,133,(63-34)*15+15,266,(95-67)*15+15,133,(43-34)*15+15,266,(80-67)*15+15,1470408786
266,255,266,465,266,345,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,0,390,266,405,931,505,891,554,0,360,266,90,266,45,133,165,867,527,133,405,736,586,0,420,631,47,0,300,133,45,133,90,0,285,133,420,266,375,499,419,0,465,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,0,315,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,266,225,133,270,133,75,266,30,458,158,133,480,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,133,495,133,450,266,435,133,150,692,51,1470408969
266,255,266,465,266,345,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,0,390,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,0,420,631,47,0,300,133,45,133,90,521,442,133,420,266,375,499,419,0,465,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,0,315,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,266,225,133,270,133,75,266,30,458,158,133,480,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,133,495,133,450,266,435,133,150,692,51,1470408984
266,255,266,465,266,345,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,0,390,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,0,420,631,47,0,300,133,45,133,90,521,441,133,420,266,375,499,419,0,465,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,266,225,133,270,133,75,266,30,458,158,133,480,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,133,495,133,450,266,435,133,150,692,51,1470408999
266,255,266,465,266,345,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,133,45,133,90,521,441,133,420,266,375,499,419,0,465,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,266,225,133,270,133,75,266,30,458,158,133,480,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,133,495,133,450,266,435,133,150,692,51,1470409014
266,255,266,465,266,345,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,133,45,133,90,521,441,133,420,266,375,499,419,473,462,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,266,225,133,270,133,75,266,30,458,158,133,480,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,133,495,133,450,266,435,133,150,692,51,1470409029
266,255,266,465,266,345,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,133,45,133,90,521,441,133,420,266,375,499,419,473,462,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,266,225,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,717,236,133,450,266,435,133,150,692,51,1470409044
266,255,266,465,266,345,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,133,45,133,90,521,441,133,420,266,375,499,419,473,462,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,823,469,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,450,204,133,450,266,435,133,150,692,51,1470409059
266,255,266,465,838,550,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,133,45,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,450,204,133,450,266,435,133,150,692,51,1470409074
744,26,266,465,838,550,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,133,15,133,120,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,133,45,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,450,204,133,450,266,435,133,150,692,51,1470409089
744,26,266,465,838,550,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,406,14,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,133,60,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,450,204,133,450,266,435,133,150,692,51,1470409104
744,26,266,465,838,550,133,30,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,450,204,133,450,266,435,133,150,692,51,1470409119
744,26,266,465,838,550,850,94,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,266,60,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,266,105,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,450,204,133,450,266,435,133,150,692,51,1470409134
744,26,266,465,838,550,868,74,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,616,548,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,266,45,133,165,867,527,133,405,736,586,540,45,631,47,0,300,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,266,30,458,158,461,190,0,60,465,175,266,315,0,450,891,154,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,916,207,0,30,266,120,450,204,133,450,266,435,133,150,692,51,1470409149
744,26,266,465,838,550,868,74,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,616,548,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,408,67,133,165,867,527,133,405,736,586,540,45,631,47,0,300,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,266,135,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,709,287,458,158,461,190,0,60,465,175,266,315,0,450,891,154,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,925,174,0,30,494,69,450,204,133,450,266,435,133,150,692,51,1470409164
744,26,266,465,838,550,868,74,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,616,548,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,408,67,133,165,867,527,133,405,736,586,540,45,631,47,0,300,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,897,391,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,709,287,458,158,461,190,546,127,465,175,266,315,0,450,891,154,133,225,0,210,0,165,0,270,0,480,133,330,133,345,452,441,450,452,925,174,0,30,494,67,450,204,133,450,266,435,133,150,692,51,1470409179
744,26,266,465,838,550,868,74,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,616,548,266,480,0,240,709,503,266,405,931,505,891,554,0,360,831,506,408,67,133,165,867,527,133,405,736,586,540,45,631,47,550,334,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,0,225,133,105,608,61,266,450,133,465,133,180,266,420,897,391,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,709,287,458,158,461,190,527,106,465,175,266,315,0,450,891,154,133,225,436,349,0,165,0,270,0,480,133,330,133,345,452,441,450,452,925,174,0,30,494,67,450,204,133,450,266,435,133,150,692,51,1470409194
744,26,266,465,838,550,868,74,0,510,266,390,0,255,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,616,548,266,480,342,270,709,503,266,405,931,505,891,554,0,360,831,506,408,67,133,165,867,527,133,405,736,586,540,45,631,47,624,91,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,534,158,133,105,608,61,266,450,133,465,133,180,266,420,897,391,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,709,287,458,158,461,190,527,106,465,175,266,315,0,450,891,154,133,225,436,349,0,165,0,270,0,480,133,330,133,345,452,441,450,452,925,174,0,30,494,67,450,204,133,450,266,435,133,150,692,51,1470409209
744,26,266,465,838,550,868,74,0,510,266,390,824,388,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,616,548,266,480,851,291,709,503,266,405,931,505,891,554,0,360,831,506,408,67,133,165,867,527,133,405,736,586,540,45,631,47,624,91,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,0,330,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,534,158,133,105,608,61,266,450,133,465,133,180,266,420,897,391,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,709,287,458,158,461,190,527,106,465,175,266,315,0,450,891,154,133,225,436,349,0,165,0,270,0,480,133,330,133,345,452,441,450,452,925,174,0,30,494,67,450,204,133,450,266,435,133,150,692,51,1470409224
744,26,266,465,838,550,868,74,0,510,266,390,824,388,870,576,133,435,266,495,133,300,0,345,133,210,0,135,266,285,133,285,0,435,0,405,838,476,798,24,133,375,616,548,266,480,851,291,709,503,266,405,931,505,891,554,0,360,831,506,408,67,133,165,867,527,133,405,736,586,540,45,631,47,624,91,403,9,133,90,521,441,133,420,524,455,499,419,473,462,266,150,0,495,133,255,401,157,133,135,479,20,133,360,615,16,133,315,750,548,133,240,266,360,534,158,133,105,608,61,266,450,133,465,133,180,266,420,897,391,133,195,266,330,0,375,266,180,133,390,266,165,266,300,925,470,133,270,133,75,709,287,458,158,461,190,527,106,465,175,266,315,0,450,891,154,133,225,436,349,0,165,617,533,0,480,133,330,133,345,452,441,450,452,925,174,837,175,494,67,450,204,133,450,266,435,133,150,692,51,1470409239
