Row,Sadness,Anger,Happiness,Fear,Surprise,Disgust,Pride,Gratefulness,LongingFor,Despise,Despair,Shame,Guilt,Disappointment,Pleasure,Nervousness,Winning,Losing,Succeeding,Failing,Wanting,Craving,Waiting,SelfRegulation,SocialLonging,Speaking,Laughing,Love,SocialExclusion,Togetherness,Loneliness,Ostracism,ClosenessInSocialRelations,Hostility,Sympathy,Anxiety,Panic,Stress,Depression,Mania,Eating,Drinking,Hunger,Satiation,Thirst,Sweating,Urinating,Defecation,Tiredness,Vitality,Exhaustion,Breathing,Heartbeat,Drunkenness,SexualArousal,Orgasm,Shivering,Hangover,Heartburn,Suffocation,Relaxation,Sleeping,Thinking,Remembering,Attending,Forgetting,Reading,Imagining,Daydreaming,Inferring,Reasoning,Estimating,BeingConscious,Memorizing,Recognition,Recollection,HavingFlu,HavingFever,HavingStomachFlu,HavingCold,HavingHeadache,FeelingNauseous,HavingToothache,Coughing,Sneezing,Aching,BeingDazzled,Seeing,Hearing,FeelingTouch,Smelling,Tasting,Itching,Numbness,FeelingPain,Hotness,Coldness,Dizziness,Movement,Acceleration
Sadness,0,0.338216158096866,0.546048196599791,0.26481479654728,0.454518362520576,0.320962522306991,0.472631977468865,0.529763214967441,0.361030424431959,0.29847502636828,0.221454439959265,0.280432960551636,0.280940402089224,0.244380600583293,0.554946548450512,0.354471770832095,0.527731436077593,0.28448742285293,0.550469412291067,0.275298195205841,0.490371570168468,0.510904046605827,0.41041120331683,0.416569398256137,0.368084531630048,0.492240263961142,0.547713415649606,0.547055934998796,0.246402573921004,0.542670471277009,0.230948647825956,0.247835126009352,0.552966151718063,0.321439797931808,0.480944850771424,0.281153922002423,0.308116119788734,0.295778351354884,0.220440087018635,0.421911408328114,0.50472744989145,0.486318482326105,0.432395793823231,0.510429290542393,0.445223219086016,0.453152502575321,0.493545187763425,0.500492464478484,0.310217587928833,0.524335033029306,0.300848508472478,0.501346176168587,0.462893402982114,0.439244230869538,0.549419767881727,0.561358718910901,0.385506617436645,0.403463962408074,0.428083747369537,0.367756108589869,0.556318686755384,0.515891378928736,0.488452237014157,0.480259383736386,0.480284152674391,0.392029696716732,0.508500170017674,0.476449449453369,0.518741716485224,0.489407663461556,0.475350757105665,0.447094301154101,0.48808154133612,0.488030414248523,0.469378539415672,0.474651704734627,0.43127293600015,0.42946046065141,0.423718089786015,0.435787571277629,0.418217090367798,0.39742356378445,0.418514269372227,0.444777769920694,0.457156135230927,0.408507519136569,0.475959812105177,0.499657038349206,0.491860749584273,0.532908494916853,0.492623790123704,0.493540350507719,0.442817563397414,0.383516478758203,0.380412152662698,0.450332792243517,0.379595049912479,0.380430518281325,0.508050289854615,0.441639296780543
Anger,0.338216158096866,0,0.558114476196091,0.286584623104521,0.465702974100606,0.242866217810041,0.448026045745841,0.543845778593204,0.464271501376786,0.232529313386185,0.324144759456443,0.289572819285415,0.303059643908621,0.301510291865242,0.553696710603221,0.351090165063101,0.518363520198878,0.323748240710771,0.550747836852432,0.313327714184426,0.496724849745963,0.512048678729743,0.458385252887376,0.423205060999682,0.452472427859431,0.517151027664774,0.555294645716743,0.561191862635517,0.345259418659188,0.557566551894459,0.345513925153272,0.329757431614579,0.555493619556536,0.153719903643604,0.523636378752081,0.313659538495361,0.315823358541106,0.341335398837835,0.345395089557806,0.396908938940395,0.520110469199285,0.498830618163434,0.452767838884825,0.518944214286977,0.450501636144194,0.441840018948177,0.486570112915779,0.49649662356493,0.402898711452315,0.532565996728475,0.384515682993123,0.509106677759051,0.461434667432644,0.445168498474441,0.543842109510034,0.560535437993567,0.411309005386439,0.42546871440992,0.439391388573249,0.353291155440824,0.563455542924467,0.544082468743543,0.513444815134775,0.494378598125836,0.511076285286927,0.422333977738897,0.547398967945684,0.511773688863023,0.541063367880406,0.509804985394427,0.510061591710683,0.467029903269867,0.514333532111791,0.517134391753575,0.502042217546178,0.51485950869295,0.444796004673412,0.430433191761429,0.45034399705317,0.446679385572947,0.421081955751097,0.434128243534576,0.443536448314783,0.445450680204239,0.466178910778414,0.43398927626232,0.483920007994727,0.529429722755299,0.530696858280017,0.543986305859646,0.50522053946285,0.494898269665303,0.451192475245472,0.420510334122978,0.421691121347267,0.440539261184887,0.39433442494672,0.405333312430212,0.511286727398329,0.376644769723307
Happiness,0.546048196599791,0.558114476196091,0,0.577348118137301,0.383734062945856,0.570829045321734,0.340502038781821,0.192371646694664,0.375613480263146,0.570552828887881,0.593948190794433,0.579446930611972,0.56633741321598,0.558482329600028,0.182633862331578,0.510294040706162,0.283786622067586,0.549440982699225,0.220112080117187,0.563361340237502,0.273794281835109,0.282390848001377,0.434813609820617,0.431309592438852,0.403398370789916,0.332040069963789,0.14825815563843,0.187746527368144,0.578641466276967,0.225259649251289,0.568027221833531,0.569033918446968,0.212148557969102,0.56432482716866,0.247427071333301,0.588461370512039,0.575947165108718,0.55616484821322,0.604325477101325,0.457512472475008,0.387093182911142,0.395768628906029,0.496173651132981,0.35971878578749,0.479265613724376,0.472429988959596,0.473640574004658,0.469738000039089,0.519980007569096,0.271802468600076,0.549483885739611,0.378556138776917,0.382109513959215,0.43349290526294,0.270418486386263,0.249119107036264,0.543304927175043,0.55282212107763,0.551042465394672,0.605486645449529,0.256152387497561,0.363663228485849,0.376194617564098,0.373830012635528,0.36937679232372,0.471285644017532,0.357453791260873,0.335688545015621,0.31713231262435,0.380746022596015,0.385191728709529,0.412407177359054,0.351296150371514,0.398322552148558,0.355889713612015,0.403227730674623,0.557318376568102,0.560298627173435,0.586539010411528,0.561980016707159,0.565820112907609,0.58254555738838,0.574619396301644,0.546986649078639,0.503390521528877,0.577207345229441,0.406389931934688,0.369151905168765,0.368242594079193,0.272375200828759,0.412521656232256,0.385640213388024,0.512602198743084,0.537288048439062,0.572393831052403,0.49337320099255,0.55176387884937,0.537095927800595,0.33545277201655,0.421553981452952
Fear,0.26481479654728,0.286584623104521,0.577348118137301,0,0.47566255367204,0.287583470616427,0.469438024258451,0.55510800310024,0.422409993143512,0.254038693468336,0.221882136125832,0.25134744866158,0.254063585407146,0.238532991494405,0.555820688337859,0.302548501569281,0.526723690972966,0.284443156708531,0.565319451296383,0.262174316371689,0.495971922081575,0.519454880302382,0.42865760025631,0.44003284208527,0.400510396230394,0.509187390315624,0.559733673532902,0.56802929029091,0.247145820592627,0.548971074233746,0.254025277982584,0.261677888500861,0.559657209772204,0.276779537549908,0.514092297268281,0.220276019794567,0.220559512202506,0.274985793188865,0.255573490690869,0.413871785312273,0.521054576578308,0.502203804018219,0.440977838673459,0.541646810757589,0.450075446868644,0.42997174552262,0.494739025084883,0.495586846577047,0.361345668262697,0.53781551581232,0.325616022214516,0.508704061302008,0.454268320952607,0.443477762109914,0.540730009766359,0.562079739809291,0.34408860979004,0.402563050436284,0.421210792249105,0.324710790021774,0.567569874746609,0.527394799713221,0.500803637438141,0.49504996731231,0.50636693321882,0.406077683840235,0.531253574756458,0.50534478706511,0.535366231698644,0.516987477656896,0.504139590746468,0.466394688463986,0.511001968515682,0.506098811491284,0.494029497180984,0.497703614286681,0.412973143977482,0.410542668553571,0.405791114899456,0.421678442659605,0.384116492371196,0.379055168029838,0.403637411217996,0.413717882874743,0.454186571317767,0.383808840322034,0.484622137974755,0.524323382354878,0.519258813588442,0.554008914329123,0.505446782735156,0.514006723647369,0.431235226183156,0.386026931380525,0.366311475865433,0.443021544976186,0.393961169822282,0.368139709781811,0.508660118100527,0.42286125416472
Surprise,0.454518362520576,0.465702974100606,0.383734062945856,0.47566255367204,0,0.47130846262498,0.346029398372098,0.358911906775613,0.359567885968274,0.45044249996901,0.488435027667656,0.46433151516886,0.462356611097131,0.453627792443835,0.381765023521994,0.396509214408349,0.338497943040123,0.442647451681354,0.370924988944965,0.454412430472917,0.354257691740188,0.361160371934471,0.340838011562721,0.350049253688469,0.396818231112648,0.336499216679937,0.374139675670145,0.403373852585931,0.472492137664112,0.392277397244445,0.457825564215371,0.461942104003045,0.391927770498969,0.460748703378395,0.35586218452335,0.475295387734841,0.47589489697292,0.424328583921164,0.500108906481487,0.440427097140545,0.377094482527056,0.402463210405863,0.401240159778141,0.394833740301777,0.385514150070422,0.396578749533747,0.418419299967437,0.42017153678878,0.429797051287548,0.333029728703351,0.442396535489773,0.343554946656561,0.358733380847409,0.410163303676388,0.386726875621099,0.400748105489557,0.416746544786788,0.450252240742569,0.448662215539203,0.456537260029074,0.354852306418194,0.388942703020501,0.321594548217068,0.327144711196697,0.316359499541928,0.355734129071828,0.315104713423191,0.314429808244208,0.353688977045505,0.320830491514476,0.322422307993781,0.31851483645002,0.32405869997608,0.343214660761683,0.302676895610355,0.323478771241803,0.455197673677971,0.449073904938777,0.472974182090538,0.450186639760194,0.473363489163064,0.452824675971306,0.479381317458163,0.431207209563676,0.402568358583901,0.469929339325114,0.322123039562253,0.350750178005329,0.340267635444019,0.385678188216812,0.35907842885251,0.373657641193871,0.402338507897563,0.417448905013767,0.464611013053001,0.412884132948955,0.455732324863043,0.444427878272293,0.365084078077875,0.366208854332576
Disgust,0.320962522306991,0.242866217810041,0.570829045321734,0.287583470616427,0.47130846262498,0,0.459837008421366,0.559002202557004,0.447459049722305,0.215840006383674,0.294472950462061,0.264413137559484,0.281434037815256,0.301505866610935,0.567043516789266,0.333765907097252,0.541401100984131,0.324635764914604,0.573943634222489,0.301674585576323,0.509211928068186,0.518354991057269,0.43734391047969,0.434167673664599,0.439596127798,0.517690799852048,0.567330551325141,0.582037050177417,0.308818760816467,0.566744014815429,0.333092507609094,0.308870427444562,0.578029619294659,0.228630181694422,0.527120324171241,0.314550246452079,0.314389402214935,0.310430714321399,0.304128752368811,0.413097081833203,0.510641721483883,0.477921670186663,0.43294837095314,0.517379374545614,0.451051493014099,0.436046956141909,0.463117278477114,0.465982544481121,0.346588703664043,0.537315437359257,0.351263327361579,0.487682537699658,0.482373954756442,0.411553754441459,0.555672719602067,0.580002885931445,0.373241068875459,0.347419748184897,0.397271036975176,0.349497080623287,0.564694557120563,0.51376409612566,0.509377243049427,0.502754572003401,0.509321128975996,0.426834178793652,0.522005248326923,0.503772684727099,0.535448708410762,0.513172138886292,0.504525910135113,0.463304936836675,0.509939344418593,0.516633706600797,0.5007636094908,0.508164395183336,0.398304145262067,0.406859477683864,0.376460479231988,0.402318758960975,0.388340160751966,0.366242783640766,0.394470624540841,0.404993453284229,0.429325465823264,0.405213670046093,0.47215346729843,0.529640796218297,0.522496683987746,0.554837541187115,0.496013633622427,0.497825568257955,0.419074201043328,0.398133867626907,0.387190451158703,0.435317916224526,0.390973679626811,0.390193433816086,0.510715455870309,0.429226515840837
Pride,0.472631977468865,0.448026045745841,0.340502038781821,0.469438024258451,0.346029398372098,0.459837008421366,0,0.330957250413524,0.407150597631472,0.44266667584724,0.504423824992166,0.458494227727745,0.45397491215598,0.457708343140582,0.347909199025489,0.418617314534725,0.241307260777872,0.43661447581879,0.300986926385676,0.451141878315238,0.360421077773482,0.367396166788342,0.396518925396996,0.35527906091884,0.42599536359771,0.384314507611986,0.356066928686159,0.372075292149989,0.476281499889337,0.359083847962226,0.491561171684905,0.487392153346251,0.370166466408156,0.462175244287722,0.350145054101501,0.491697419957296,0.4898706821441,0.460295492123379,0.505509173414354,0.425517744347922,0.38900358161907,0.407395619374491,0.451147237210913,0.396889036164725,0.444187417447329,0.45562080668155,0.446814603424817,0.452319918226328,0.459837081344056,0.363451602587043,0.458622276117103,0.414661576737108,0.406108032283971,0.430541753005959,0.386615053223551,0.388398603591883,0.467458458172194,0.488705120177112,0.485294024950664,0.516320368304532,0.37785281420136,0.392283496327669,0.380580055418783,0.361397306812406,0.355618700710235,0.419161862644852,0.384593571999196,0.351330345233846,0.37935515113364,0.368954199151211,0.367475432471291,0.357423933735791,0.358319153710223,0.377189274050603,0.364592351048011,0.373490650767771,0.487605591007467,0.50246689564543,0.509196512223662,0.493782640300237,0.501201575417403,0.506485373632074,0.502778114784499,0.479592241284654,0.45788661374674,0.503698247392331,0.399404132858898,0.400915702622572,0.386711073004069,0.386078430436377,0.421691006849791,0.402398817126985,0.476840313519979,0.46245796053326,0.509458145230933,0.451744726612113,0.47886958788129,0.471152066870477,0.389650587629564,0.393170569282018
Gratefulness,0.529763214967441,0.543845778593204,0.192371646694664,0.55510800310024,0.358911906775613,0.559002202557004,0.330957250413524,0,0.343505775270474,0.533334592808992,0.580679367542099,0.554725178785452,0.547302155976639,0.538288376351985,0.208379378116831,0.488119604944912,0.287303284510463,0.521056939503343,0.228773319727065,0.536321396504062,0.285503854310445,0.297118384990978,0.415743514415462,0.394992507600849,0.371125777406327,0.321585620281102,0.21552699140585,0.190448234743656,0.556165656992096,0.199208791815315,0.542971283794866,0.542882815847734,0.197485950352342,0.553318185086225,0.200331663550313,0.57302732898278,0.556635420126001,0.535559767680075,0.590364325361402,0.46915909160041,0.37429540135098,0.39648300787845,0.472870214342883,0.339860948073351,0.475150719450563,0.458146922475801,0.470648032819046,0.468566917480734,0.502459555774535,0.300481870128694,0.532221966115866,0.368748175788098,0.35922375888631,0.434135960301825,0.28473869564807,0.273023198806036,0.514202707433707,0.539638100471132,0.533036136654662,0.585275150567337,0.265117760454598,0.353229944122798,0.340012430791026,0.339236685040545,0.346444976909724,0.44165003333969,0.34587919899025,0.318590158616945,0.293977056762697,0.345697679014143,0.34860874976781,0.391288465288449,0.333354170699692,0.356474319052356,0.321151185722349,0.359764720223669,0.543157536540289,0.543443054943317,0.569175308619791,0.541932460509548,0.558185790690568,0.560880684217743,0.556587215933166,0.530040134718585,0.489905589178469,0.554587329507126,0.400136927377219,0.35146706476281,0.355360197485713,0.26237065499674,0.389897713091651,0.366404663912451,0.505403317180801,0.516917528095608,0.554133411616879,0.468361953908051,0.527982725848494,0.526323690979007,0.352099221278919,0.420212247888081
LongingFor,0.361030424431959,0.464271501376786,0.375613480263146,0.422409993143512,0.359567885968274,0.447459049722305,0.407150597631472,0.343505775270474,0,0.442276817407498,0.420663735286093,0.419074546984929,0.406473636377722,0.399419227955711,0.357462811334244,0.384429639150076,0.404569546924003,0.404590207926013,0.391096499506019,0.412063388234553,0.319483014354888,0.339257265425304,0.339189567198101,0.387708689562492,0.21544778256908,0.378299027422697,0.371215433758079,0.33750489147077,0.381895963471631,0.333981960930167,0.363800734261138,0.387970113124818,0.331801885425549,0.46066850101335,0.307438362278931,0.43562727566955,0.441698840892775,0.426325682816514,0.434726600335543,0.451785402426301,0.423087210719911,0.432733098969825,0.42608182676855,0.429085200111411,0.435697634562542,0.41896007860753,0.451233237095235,0.455016123397181,0.401070211104131,0.398285598151274,0.39816738889047,0.385151619507135,0.363962600315443,0.437282779462875,0.367766455124772,0.372167566575636,0.437532242020706,0.473882383121462,0.468584889279008,0.482346962762022,0.37241236410185,0.401210676973651,0.38372747509857,0.394822428300119,0.389796878401614,0.385149502347006,0.397754466346897,0.359437081853749,0.340895015471167,0.404549039081641,0.410457322382747,0.380243741637328,0.389766838590601,0.398841150473394,0.369187121423529,0.396984133819784,0.489469626617607,0.486805348914679,0.501654940105598,0.49270821370132,0.484581597667179,0.483681929293957,0.484588396414614,0.475062461982545,0.452209832469771,0.477495317509833,0.414596577259461,0.398506719523941,0.386981759559223,0.354067967328302,0.411888865819589,0.413580270634172,0.449476976119355,0.439093467233402,0.462891964657357,0.424049858302668,0.43010436418988,0.462413022878331,0.405308874672759,0.404288644403064
Despise,0.29847502636828,0.232529313386185,0.570552828887881,0.254038693468336,0.45044249996901,0.215840006383674,0.44266667584724,0.533334592808992,0.442276817407498,0,0.277144283393221,0.236779903660456,0.25646882496615,0.248097736281681,0.551434472143493,0.331290172618061,0.51588815273193,0.261930112898134,0.546766549810357,0.249147075419485,0.493152109109575,0.49419759207551,0.426125298695509,0.408155515659959,0.416403878645427,0.505093848975921,0.551154971357461,0.567213761907922,0.258053795027294,0.550749596838656,0.283114524122228,0.252695442807636,0.547912431251092,0.212527035514189,0.506144883862002,0.273933833632795,0.296591742836522,0.305086879375697,0.296645277514801,0.406169053283671,0.50203195749779,0.483502846450578,0.435675366354622,0.510434765666274,0.44375763066642,0.420728670781025,0.469704587026915,0.469120601000327,0.351688802711932,0.532383804198183,0.340482433229616,0.487485843865495,0.457371742880315,0.428362644524748,0.539655148211129,0.553578386274088,0.380034416850749,0.387240847272722,0.420753215092685,0.349084963541119,0.55885379652789,0.523012478636993,0.484924632553714,0.481918742387538,0.491042844636203,0.404283988128057,0.51589635295085,0.487593838971428,0.535477274850448,0.489481771879849,0.498836850738247,0.45034944571402,0.493628754899216,0.482305836425775,0.48107215915881,0.483163383022426,0.41909339932429,0.418834320177996,0.416340972333865,0.428433680363026,0.40621794604722,0.401587493784288,0.426652643548908,0.415666611207934,0.441824880760477,0.410794738733121,0.474885572732226,0.511849767040858,0.507403337155432,0.54048802137747,0.490086633535095,0.480350464639279,0.428363884260961,0.391329378582476,0.404384063193887,0.429771427813433,0.369337496836779,0.394589796454028,0.494331694459175,0.400419833056992
