0,8*15+15,133,(56-34)*15+15,133,(36-34)*15+15,133,(37-34)*15+15,133,(47-34)*15+15,266,(84-67)*15+15,133,(57-34)*15+15,133,(62-34)*15+15,0,21*15+15,266,(93-67)*15+15,0,1*15+15,133,(54-34)*15+15,0,19*15+15,266,(71-67)*15+15,266,(77-67)*15+15,266,(92-67)*15+15,133,(48-34)*15+15,266,(68-67)*15+15,266,(90-67)*15+15,0,25*15+15,133,(66-34)*15+15,133,(49-34)*15+15,133,(61-34)*15+15,133,(58-34)*15+15,266,(86-67)*15+15,266,(87-67)*15+15,266,(82-67)*15+15,266,(80-67)*15+15,266,(72-67)*15+15,0,16*15+15,266,(97-67)*15+15,0,3*15+15,266,(91-67)*15+15,266,(78-67)*15+15,133,(63-34)*15+15,0,30*15+15,133,(50-34)*15+15,0,7*15+15,0,32*15+15,133,(60-34)*15+15,266,(73-67)*15+15,266,(95-67)*15+15,266,(74-67)*15+15,266,(88-67)*15+15,0,4*15+15,266,(96-67)*15+15,133,(52-34)*15+15,266,(98-67)*15+15,0,6*15+15,0,22*15+15,133,(41-34)*15+15,133,(40-34)*15+15,266,(79-67)*15+15,0,15*15+15,266,(67-67)*15+15,133,(38-34)*15+15,133,(46-34)*15+15,0,24*15+15,133,(55-34)*15+15,0,26*15+15,133,(65-34)*15+15,0,14*15+15,266,(99-67)*15+15,0,20*15+15,0,31*15+15,0,23*15+15,0,0*15+15,0,13*15+15,133,(51-34)*15+15,0,11*15+15,133,(53-34)*15+15,266,(94-67)*15+15,133,(42-34)*15+15,0,18*15+15,266,(76-67)*15+15,0,12*15+15,133,(35-34)*15+15,0,10*15+15,0,9*15+15,0,27*15+15,266,(75-67)*15+15,133,(43-34)*15+15,133,(45-34)*15+15,266,(85-67)*15+15,133,(39-34)*15+15,266,(70-67)*15+15,266,(89-67)*15+15,0,33*15+15,0,2*15+15,133,(64-34)*15+15,266,(81-67)*15+15,0,5*15+15,266,(69-67)*15+15,0,17*15+15,0,29*15+15,0,28*15+15,133,(59-34)*15+15,266,(83-67)*15+15,133,(44-34)*15+15,133,(34-34)*15+15,1466095746
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,0,75,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,133,75,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,266,60,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466095969
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,0,75,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,133,75,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466095984
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,408,86,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,133,75,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466095999
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,408,86,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466096014
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,408,86,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466096029
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,408,86,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466096044
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,408,86,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466096059
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,414,35,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,408,86,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,872,20,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,946,20,1466096074
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,755,34,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,411,72,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,408,86,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,410,53,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096089
0,135,133,345,515,54,711,74,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,-21,69,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,859,34,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,783,73,266,345,0,510,-6,41,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096104
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,-21,69,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,955,82,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,268,60,266,345,0,510,0,41,133,465,266,225,0,90,958,48,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096119
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,-21,69,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096134
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,2,71,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,0,210,133,270,0,180,133,300,266,420,133,135,0,285,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096149
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,2,71,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,133,480,0,225,266,495,0,315,0,480,0,360,413,19,468,18,133,270,0,180,133,300,266,420,133,135,718,7,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096164
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,2,71,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,133,480,0,225,266,495,783,22,0,480,0,360,413,19,468,18,133,270,0,180,133,300,266,420,133,135,689,21,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096179
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,2,71,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,133,480,0,225,266,495,783,22,0,480,0,360,413,19,468,18,133,270,0,180,133,300,266,420,133,135,689,21,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096194
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,133,420,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,2,71,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,133,480,0,225,266,495,783,22,0,480,0,360,413,19,468,18,133,270,0,180,133,300,266,420,133,135,689,21,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096209
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,625,22,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,2,71,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,133,480,0,225,266,495,783,22,0,480,0,360,413,19,468,18,133,270,0,180,133,300,266,420,133,135,689,21,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096224
0,135,133,345,270,35,265,50,133,210,266,270,133,360,133,435,0,330,266,405,4,27,133,315,0,300,266,75,266,165,266,390,133,225,151,29,266,360,0,390,133,495,133,240,625,22,133,375,266,300,266,315,266,240,266,210,266,90,0,255,266,465,2,71,266,375,266,180,133,450,0,465,133,255,0,120,0,495,133,405,266,105,266,435,266,120,266,330,2,53,266,450,133,285,266,480,0,105,0,345,133,120,133,105,266,195,0,240,143,12,140,71,133,195,0,375,133,330,0,405,543,20,0,225,266,495,783,22,0,480,0,360,413,19,468,18,133,270,0,180,133,300,266,420,133,135,689,21,266,150,0,195,149,44,0,165,0,150,0,420,266,135,133,150,133,180,266,285,133,90,265,62,266,345,0,510,0,41,133,465,266,225,0,90,151,54,0,270,0,450,0,435,133,390,266,255,133,165,264,22,1466096239
