133,(47-34)*15+15,0,9*15+15,0,16*15+15,133,(54-34)*15+15,133,(44-34)*15+15,266,(72-67)*15+15,266,(69-67)*15+15,133,(58-34)*15+15,133,(43-34)*15+15,133,(39-34)*15+15,0,31*15+15,266,(91-67)*15+15,0,2*15+15,266,(81-67)*15+15,266,(75-67)*15+15,266,(79-67)*15+15,266,(70-67)*15+15,133,(56-34)*15+15,133,(49-34)*15+15,0,23*15+15,133,(46-34)*15+15,266,(86-67)*15+15,133,(60-34)*15+15,266,(76-67)*15+15,133,(36-34)*15+15,266,(99-67)*15+15,0,18*15+15,266,(82-67)*15+15,266,(68-67)*15+15,0,22*15+15,266,(87-67)*15+15,0,20*15+15,133,(45-34)*15+15,0,6*15+15,266,(97-67)*15+15,0,0*15+15,133,(38-34)*15+15,0,27*15+15,266,(90-67)*15+15,133,(41-34)*15+15,266,(94-67)*15+15,133,(35-34)*15+15,0,29*15+15,266,(78-67)*15+15,266,(98-67)*15+15,266,(77-67)*15+15,0,8*15+15,133,(51-34)*15+15,133,(34-34)*15+15,0,25*15+15,0,21*15+15,266,(67-67)*15+15,266,(84-67)*15+15,0,14*15+15,0,11*15+15,266,(74-67)*15+15,133,(64-34)*15+15,266,(88-67)*15+15,266,(71-67)*15+15,133,(63-34)*15+15,266,(80-67)*15+15,133,(61-34)*15+15,0,1*15+15,266,(73-67)*15+15,0,28*15+15,133,(57-34)*15+15,0,3*15+15,133,(59-34)*15+15,133,(62-34)*15+15,0,7*15+15,0,13*15+15,133,(42-34)*15+15,266,(95-67)*15+15,0,26*15+15,0,4*15+15,133,(40-34)*15+15,133,(48-34)*15+15,133,(52-34)*15+15,0,10*15+15,266,(96-67)*15+15,0,19*15+15,0,12*15+15,266,(85-67)*15+15,0,17*15+15,266,(89-67)*15+15,0,24*15+15,0,30*15+15,0,5*15+15,133,(53-34)*15+15,133,(65-34)*15+15,133,(37-34)*15+15,266,(83-67)*15+15,133,(50-34)*15+15,0,15*15+15,0,33*15+15,133,(55-34)*15+15,266,(93-67)*15+15,266,(92-67)*15+15,133,(66-34)*15+15,0,32*15+15,1466149602
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,266,135,521,81,266,60,133,345,489,235,0,360,133,195,266,300,133,405,266,150,133,45,266,495,0,285,266,240,266,30,401,235,596,131,0,315,133,180,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,0,390,495,132,266,15,266,270,0,225,0,180,266,120,774,87,266,330,266,75,133,450,266,210,133,420,400,39,290,106,0,435,656,132,0,60,471,40,133,435,671,43,599,42,133,135,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,133,480,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150087
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,402,292,521,81,266,60,133,345,489,235,0,360,133,195,266,300,133,405,266,150,133,45,266,495,0,285,266,240,266,30,401,235,596,131,0,315,133,180,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,0,390,495,132,266,15,266,270,0,225,0,180,266,120,774,87,266,330,266,75,133,450,266,210,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,133,480,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150102
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,0,360,133,195,266,300,133,405,266,150,133,45,266,495,0,285,266,240,266,30,401,235,596,131,0,315,133,180,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,0,390,495,132,266,15,266,270,0,225,0,180,450,282,774,87,266,330,266,75,133,450,494,283,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,133,480,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150117
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,0,360,133,195,266,300,133,405,266,150,133,45,266,495,0,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,0,390,495,132,266,15,266,270,0,225,0,180,450,282,774,87,266,330,266,75,133,450,494,283,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,133,480,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150132
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,725,135,133,195,266,300,133,405,266,150,133,45,266,495,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,0,390,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,133,480,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150147
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,266,495,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,0,390,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,838,286,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150162
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,266,495,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150177
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,266,495,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150192
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,266,495,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,133,420,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150207
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,266,495,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,422,354,400,39,840,43,0,435,656,132,0,60,471,40,133,435,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150222
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,948,37,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,0,435,656,132,0,60,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150237
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,0,435,656,132,0,60,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150252
133,210,0,150,0,255,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,0,60,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150267
133,210,0,150,957,284,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,0,60,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150282
133,210,0,150,957,284,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150297
133,210,0,150,957,284,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,266,240,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150312
133,210,0,150,957,284,133,315,133,165,523,183,266,45,133,375,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,974,284,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150327
133,210,0,150,957,284,133,315,133,165,523,183,266,45,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,617,236,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,133,105,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150342
852,90,0,150,957,284,133,315,133,165,523,183,266,45,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,133,45,960,43,773,285,617,236,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,266,15,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150357
852,90,0,150,957,284,133,315,133,165,523,183,266,45,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,716,237,960,43,773,285,617,236,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,0,75,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150372
852,90,0,150,957,284,133,315,133,165,523,183,266,45,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,133,405,266,150,716,237,960,43,773,285,617,236,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150387
852,90,0,150,957,284,133,315,133,165,523,183,266,45,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,402,421,266,150,716,237,960,43,773,285,617,236,266,30,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150402
852,90,0,150,957,284,133,315,133,165,523,183,266,45,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,402,421,266,150,716,237,960,43,773,285,617,236,791,208,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150417
852,90,0,150,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,266,60,133,345,489,235,723,133,133,195,266,300,402,421,266,150,716,237,960,43,773,285,617,236,627,425,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150432
852,90,0,150,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,874,506,133,345,489,235,723,133,403,500,266,300,402,421,609,502,716,237,960,43,773,285,617,236,627,425,401,235,596,131,0,315,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150447
852,90,0,150,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,874,506,133,345,489,235,723,133,403,500,266,300,402,421,609,502,716,237,960,43,773,285,617,236,627,425,401,235,596,131,877,91,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150462
852,90,0,150,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,874,506,133,345,489,235,723,133,403,500,266,300,402,421,609,502,716,237,960,43,773,285,617,236,627,425,401,235,596,131,877,91,570,282,0,105,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150477
852,90,587,186,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,874,506,133,345,489,235,723,133,403,500,266,300,402,421,609,502,716,237,960,43,773,285,617,236,627,425,401,235,596,131,877,91,570,282,647,183,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150492
852,90,587,186,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,874,506,133,345,489,235,723,133,403,500,266,300,402,421,609,502,716,237,960,43,773,285,617,236,627,425,401,235,596,131,877,91,570,282,614,184,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,266,255,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150507
852,90,587,186,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,874,506,408,573,489,235,723,133,403,500,632,568,402,421,609,502,716,237,960,43,773,285,617,236,627,425,401,235,596,131,877,91,570,282,614,184,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,0,450,266,180,266,480,266,165,0,135,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,896,566,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150522
852,90,587,186,957,284,133,315,133,165,523,183,923,433,662,237,133,150,457,183,808,88,547,185,406,183,548,131,403,282,521,81,874,506,408,573,489,235,723,133,403,500,632,568,402,421,609,502,716,237,960,43,773,285,617,236,627,425,401,235,596,131,877,91,570,282,614,184,559,237,402,83,480,82,404,130,717,85,658,85,266,420,133,30,479,394,266,180,266,480,266,165,605,358,133,270,445,132,808,135,495,132,532,356,266,270,0,225,708,284,450,282,774,87,266,330,266,75,133,450,494,283,402,353,400,39,840,43,842,136,656,132,401,51,471,40,466,353,671,43,599,42,903,43,544,42,744,43,569,53,460,51,133,225,133,285,0,165,266,450,0,300,595,84,266,285,0,270,266,345,0,375,0,465,0,90,133,300,833,285,133,60,896,566,133,255,0,240,0,510,133,330,266,405,266,390,133,495,0,495,1466150537
