0,2*15+15,266,(78-67)*15+15,133,(46-34)*15+15,133,(62-34)*15+15,266,(92-67)*15+15,266,(89-67)*15+15,133,(45-34)*15+15,0,18*15+15,266,(67-67)*15+15,0,25*15+15,266,(90-67)*15+15,133,(65-34)*15+15,133,(34-34)*15+15,0,31*15+15,133,(60-34)*15+15,0,29*15+15,133,(64-34)*15+15,0,20*15+15,266,(68-67)*15+15,266,(80-67)*15+15,133,(37-34)*15+15,0,32*15+15,133,(52-34)*15+15,0,30*15+15,133,(48-34)*15+15,0,19*15+15,266,(91-67)*15+15,266,(88-67)*15+15,133,(66-34)*15+15,133,(39-34)*15+15,0,12*15+15,133,(36-34)*15+15,133,(54-34)*15+15,133,(44-34)*15+15,266,(97-67)*15+15,0,17*15+15,133,(50-34)*15+15,0,16*15+15,266,(94-67)*15+15,266,(84-67)*15+15,0,33*15+15,133,(57-34)*15+15,133,(38-34)*15+15,133,(49-34)*15+15,0,6*15+15,266,(82-67)*15+15,266,(95-67)*15+15,266,(76-67)*15+15,266,(69-67)*15+15,266,(85-67)*15+15,0,4*15+15,266,(98-67)*15+15,0,23*15+15,133,(55-34)*15+15,0,27*15+15,266,(79-67)*15+15,0,11*15+15,0,5*15+15,266,(99-67)*15+15,266,(74-67)*15+15,0,7*15+15,0,13*15+15,133,(51-34)*15+15,0,21*15+15,0,3*15+15,266,(93-67)*15+15,0,15*15+15,266,(73-67)*15+15,133,(42-34)*15+15,0,8*15+15,266,(77-67)*15+15,0,0*15+15,266,(71-67)*15+15,266,(81-67)*15+15,0,24*15+15,133,(41-34)*15+15,0,28*15+15,133,(58-34)*15+15,133,(40-34)*15+15,266,(75-67)*15+15,0,22*15+15,266,(96-67)*15+15,266,(83-67)*15+15,133,(59-34)*15+15,133,(47-34)*15+15,133,(35-34)*15+15,133,(43-34)*15+15,266,(70-67)*15+15,266,(86-67)*15+15,0,1*15+15,133,(53-34)*15+15,266,(72-67)*15+15,0,14*15+15,266,(87-67)*15+15,0,9*15+15,133,(63-34)*15+15,0,26*15+15,0,10*15+15,133,(56-34)*15+15,133,(61-34)*15+15,1465210676
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,255,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,660,279,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,0,360,133,330,649,268,266,195,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,627,245,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210844
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,255,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,660,279,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,0,360,133,330,649,268,659,290,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,627,245,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210859
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,255,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,660,279,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,0,360,133,330,649,268,659,290,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,627,245,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210874
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,255,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,660,279,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,0,360,133,330,646,301,634,266,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,627,245,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210889
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,660,256,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,0,360,133,330,649,278,580,283,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,627,245,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210904
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,655,243,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,0,360,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210919
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,655,243,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210934
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,655,243,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210949
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,655,243,133,495,133,90,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210964
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,133,60,-3,493,133,285,0,465,133,225,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210979
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,650,319,-3,493,133,285,0,465,133,225,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465210994
0,45,266,180,133,195,133,435,266,390,266,345,133,180,0,285,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,650,319,647,328,133,285,0,465,133,225,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211009
0,45,266,180,133,195,133,435,266,390,266,345,133,180,650,202,266,15,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,650,319,647,328,133,285,0,465,133,225,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211024
0,45,266,180,133,195,133,435,266,390,266,345,133,180,650,202,652,178,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,650,319,647,328,133,285,0,465,638,192,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,266,465,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211039
0,45,266,180,133,195,133,435,266,390,266,345,133,180,650,202,652,178,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,650,319,647,328,133,285,0,465,638,192,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,641,166,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211054
0,45,266,180,133,195,133,435,266,390,266,345,133,180,650,202,652,178,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,266,30,266,210,650,319,647,328,133,285,0,465,638,192,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,648,167,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,266,60,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211069
0,45,266,180,133,195,133,435,266,390,266,345,133,180,650,202,652,178,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,639,157,266,210,650,319,647,328,133,285,0,465,638,192,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,648,167,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,266,285,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,489,95,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211084
0,45,266,180,133,195,133,435,266,390,266,345,133,180,650,202,652,178,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,639,157,266,210,650,319,647,328,133,285,0,465,638,192,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,648,167,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,658,338,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,133,270,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,643,145,266,300,616,257,133,300,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211099
0,45,266,180,133,195,133,435,266,390,266,345,133,180,650,202,652,178,0,390,266,360,133,480,133,15,0,480,659,270,0,450,133,465,0,315,639,157,266,210,650,319,647,328,133,285,0,465,638,192,0,300,266,375,655,243,133,495,633,213,0,195,133,45,623,233,133,165,648,167,0,270,133,255,0,255,266,420,266,270,0,510,133,360,133,75,133,240,0,105,266,240,266,435,266,150,266,45,658,338,0,75,266,480,626,305,133,330,650,281,659,292,0,180,0,90,266,495,266,120,644,223,0,210,620,373,0,330,0,60,266,405,0,240,266,105,133,135,0,135,266,165,450,30,266,75,266,225,0,375,133,120,7,437,133,375,133,105,266,135,0,345,266,450,266,255,133,390,133,210,133,30,133,150,643,145,266,300,616,257,643,349,266,90,0,225,266,315,0,150,133,450,0,405,0,165,133,345,133,420,1465211114
