266,(75-67)*15+15,0,7*15+15,266,(85-67)*15+15,266,(90-67)*15+15,133,(35-34)*15+15,133,(66-34)*15+15,133,(40-34)*15+15,133,(53-34)*15+15,0,9*15+15,0,33*15+15,266,(99-67)*15+15,133,(58-34)*15+15,133,(41-34)*15+15,133,(61-34)*15+15,133,(62-34)*15+15,0,23*15+15,0,31*15+15,133,(49-34)*15+15,0,17*15+15,266,(80-67)*15+15,133,(52-34)*15+15,0,24*15+15,0,16*15+15,266,(73-67)*15+15,0,32*15+15,133,(42-34)*15+15,266,(89-67)*15+15,0,20*15+15,0,26*15+15,133,(56-34)*15+15,266,(86-67)*15+15,133,(59-34)*15+15,266,(81-67)*15+15,133,(36-34)*15+15,133,(57-34)*15+15,133,(50-34)*15+15,133,(45-34)*15+15,0,15*15+15,0,14*15+15,266,(97-67)*15+15,133,(46-34)*15+15,133,(47-34)*15+15,133,(60-34)*15+15,266,(83-67)*15+15,0,13*15+15,133,(44-34)*15+15,0,27*15+15,266,(88-67)*15+15,133,(63-34)*15+15,266,(70-67)*15+15,0,25*15+15,133,(55-34)*15+15,0,1*15+15,0,30*15+15,133,(65-34)*15+15,133,(38-34)*15+15,266,(76-67)*15+15,0,4*15+15,266,(78-67)*15+15,0,19*15+15,133,(64-34)*15+15,266,(98-67)*15+15,266,(94-67)*15+15,266,(91-67)*15+15,0,3*15+15,133,(48-34)*15+15,0,21*15+15,266,(96-67)*15+15,266,(92-67)*15+15,0,22*15+15,266,(67-67)*15+15,266,(71-67)*15+15,133,(54-34)*15+15,0,8*15+15,0,6*15+15,0,18*15+15,0,11*15+15,0,10*15+15,133,(43-34)*15+15,0,5*15+15,133,(34-34)*15+15,266,(87-67)*15+15,266,(72-67)*15+15,266,(84-67)*15+15,0,29*15+15,266,(93-67)*15+15,266,(82-67)*15+15,266,(77-67)*15+15,0,2*15+15,0,12*15+15,266,(79-67)*15+15,133,(39-34)*15+15,133,(51-34)*15+15,266,(68-67)*15+15,0,28*15+15,266,(69-67)*15+15,266,(95-67)*15+15,0,0*15+15,133,(37-34)*15+15,266,(74-67)*15+15,1465835850
526,63,882,84,906,220,266,360,133,30,133,495,133,105,133,300,0,150,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,266,345,0,315,0,405,133,345,465,122,133,390,266,225,133,45,133,360,133,255,133,180,0,240,0,225,266,465,133,195,133,210,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,0,390,133,330,851,114,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,266,315,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,0,15,133,60,266,120,1465836338
526,63,882,84,906,220,266,360,133,30,133,495,133,105,133,300,0,150,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,266,345,0,315,0,405,133,345,465,122,133,390,266,225,133,45,133,360,133,255,133,180,0,240,0,225,266,465,133,195,133,210,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,851,114,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,266,315,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,0,15,133,60,266,120,1465836353
526,63,882,84,906,220,266,360,133,30,133,495,133,105,133,300,0,150,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,266,345,0,315,0,405,133,345,465,122,133,390,266,225,133,45,133,360,133,255,133,180,0,240,0,225,266,465,133,195,133,210,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,851,114,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,266,315,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,0,15,133,60,266,120,1465836368
526,63,882,84,906,220,266,360,133,30,133,495,133,105,133,300,0,150,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,266,345,0,315,0,405,133,345,465,122,133,390,266,225,133,45,133,360,133,255,133,180,0,240,0,225,266,465,133,195,133,210,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,851,114,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,0,15,133,60,266,120,1465836383
526,63,916,312,957,29,266,360,133,30,133,495,133,105,133,300,0,150,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,813,52,0,315,0,405,133,345,465,122,133,390,266,225,133,45,133,360,133,255,133,180,0,240,0,225,266,465,133,195,133,210,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,872,344,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,0,15,133,60,266,120,1465836398
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,0,150,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,133,345,465,122,133,390,266,225,133,45,133,360,133,255,133,180,0,240,0,225,266,465,133,195,133,210,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,872,344,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836413
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,0,150,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,133,345,465,122,133,390,266,225,133,45,133,360,133,255,133,180,0,240,0,225,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,872,344,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836428
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,133,345,465,122,133,390,266,225,814,306,133,360,133,255,133,180,0,240,0,225,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,872,344,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836443
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,133,345,465,122,133,390,266,225,814,306,133,360,456,162,133,180,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,872,344,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836458
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,133,345,465,122,133,390,622,111,814,306,133,360,456,162,133,180,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,872,344,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,0,285,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836473
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,133,345,465,122,133,390,803,28,814,306,133,360,456,162,133,180,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,473,368,133,330,872,344,0,465,133,480,133,75,266,150,501,447,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,133,150,0,90,133,15,536,419,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836488
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,133,345,465,122,133,390,803,28,814,306,133,360,456,162,133,180,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,266,150,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,133,150,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836503
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,133,180,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,266,150,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,133,150,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836518
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,133,180,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,266,150,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,266,120,1465836533
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,266,330,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,831,235,1465836548
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,0,495,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836563
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836578
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836593
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836608
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836623
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836638
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836653
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836668
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836683
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836698
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836713
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836728
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836743
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836758
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836773
526,63,916,292,957,29,266,360,133,30,133,495,133,105,133,300,530,97,0,510,266,495,133,375,133,120,133,420,133,435,0,360,0,480,133,240,0,270,266,210,133,285,0,375,0,255,266,105,425,37,133,135,915,107,0,315,0,405,802,45,465,122,133,390,803,28,814,306,133,360,456,162,798,223,0,240,695,253,266,465,701,32,703,54,133,405,266,255,0,210,133,165,0,420,657,555,133,450,266,60,532,373,133,330,872,344,0,465,133,480,133,75,834,243,443,549,266,180,0,300,133,465,266,480,266,420,266,375,0,60,133,225,0,330,266,450,266,390,0,345,266,15,266,75,133,315,0,135,0,105,697,347,0,180,0,165,505,551,0,90,133,15,496,509,266,90,266,270,0,450,266,405,266,240,266,165,0,45,0,195,266,195,133,90,133,270,266,30,0,435,266,45,266,435,914,204,133,60,794,267,1465836788
