0,25*15+15,133,(45-34)*15+15,0,17*15+15,133,(41-34)*15+15,266,(93-67)*15+15,0,27*15+15,133,(61-34)*15+15,0,16*15+15,133,(50-34)*15+15,133,(44-34)*15+15,0,12*15+15,266,(98-67)*15+15,133,(60-34)*15+15,0,15*15+15,266,(73-67)*15+15,266,(99-67)*15+15,266,(86-67)*15+15,0,18*15+15,133,(47-34)*15+15,266,(72-67)*15+15,0,33*15+15,266,(94-67)*15+15,266,(78-67)*15+15,0,22*15+15,133,(49-34)*15+15,266,(71-67)*15+15,133,(52-34)*15+15,0,30*15+15,133,(37-34)*15+15,266,(91-67)*15+15,133,(42-34)*15+15,133,(55-34)*15+15,133,(53-34)*15+15,266,(92-67)*15+15,266,(75-67)*15+15,266,(81-67)*15+15,0,14*15+15,266,(85-67)*15+15,133,(43-34)*15+15,0,10*15+15,133,(35-34)*15+15,266,(88-67)*15+15,0,13*15+15,0,7*15+15,133,(34-34)*15+15,133,(38-34)*15+15,266,(96-67)*15+15,266,(95-67)*15+15,0,0*15+15,266,(82-67)*15+15,133,(58-34)*15+15,266,(69-67)*15+15,133,(62-34)*15+15,266,(76-67)*15+15,0,2*15+15,266,(70-67)*15+15,133,(54-34)*15+15,266,(83-67)*15+15,0,4*15+15,133,(59-34)*15+15,0,6*15+15,133,(40-34)*15+15,133,(64-34)*15+15,0,3*15+15,0,23*15+15,133,(57-34)*15+15,266,(90-67)*15+15,0,9*15+15,266,(67-67)*15+15,266,(68-67)*15+15,133,(66-34)*15+15,133,(48-34)*15+15,0,32*15+15,266,(89-67)*15+15,266,(77-67)*15+15,0,24*15+15,266,(80-67)*15+15,266,(74-67)*15+15,0,28*15+15,133,(65-34)*15+15,133,(63-34)*15+15,0,1*15+15,0,11*15+15,133,(39-34)*15+15,0,8*15+15,0,31*15+15,266,(79-67)*15+15,266,(97-67)*15+15,133,(51-34)*15+15,133,(36-34)*15+15,133,(56-34)*15+15,0,5*15+15,0,26*15+15,133,(46-34)*15+15,0,20*15+15,0,21*15+15,266,(87-67)*15+15,266,(84-67)*15+15,0,19*15+15,0,29*15+15,1467276857
0,390,133,180,496,382,818,52,266,405,0,420,133,420,0,255,133,255,133,165,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,266,90,0,510,266,420,266,180,0,345,133,240,266,75,133,285,821,433,133,60,266,375,133,135,133,330,133,300,795,367,266,135,266,225,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,0,75,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,266,165,0,375,266,210,266,120,450,275,620,482,133,450,438,260,0,180,816,255,0,135,0,480,266,195,266,465,133,270,133,45,133,345,0,90,819,93,133,195,0,315,0,330,266,315,266,270,0,300,0,450,1467277026
0,390,133,180,496,382,818,52,266,405,0,420,133,420,0,255,133,255,133,165,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,809,99,0,510,266,420,266,180,0,345,133,240,266,75,133,285,821,433,133,60,266,375,133,135,133,330,133,300,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,0,75,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,266,165,0,375,266,210,266,120,450,275,620,482,133,450,438,260,0,180,816,255,0,135,0,480,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,0,315,0,330,266,315,266,270,0,300,0,450,1467277041
0,390,133,180,496,382,818,52,266,405,0,420,133,420,0,255,133,255,133,165,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,133,285,821,433,133,60,454,460,133,135,133,330,133,300,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,0,75,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,266,165,0,375,266,210,266,120,450,275,620,482,133,450,438,260,0,180,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277070
0,390,133,180,496,382,818,52,266,405,0,420,133,420,0,255,133,255,133,165,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,133,285,821,433,133,60,454,460,133,135,133,330,133,300,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,0,75,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,266,165,0,375,266,210,266,120,450,275,620,482,133,450,438,260,0,180,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277071
0,390,133,180,496,382,818,52,266,405,0,420,133,420,0,255,133,255,133,165,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,133,285,821,433,133,60,454,460,133,135,133,330,133,300,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,0,75,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,266,210,266,120,450,275,620,482,133,450,438,260,0,180,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277086
0,390,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,412,181,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,0,75,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,266,210,266,120,450,275,620,482,133,450,438,260,0,180,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277101
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,411,180,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,0,75,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,266,210,266,120,450,275,620,482,133,450,438,260,773,528,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277116
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,411,180,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,266,210,266,120,450,275,620,482,133,450,438,260,774,515,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277131
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,411,180,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,133,75,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,266,210,266,120,450,275,620,482,133,450,438,260,774,515,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277146
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,411,180,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,620,492,773,473,450,275,620,482,133,450,438,260,774,515,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277161
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,411,180,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,0,225,266,285,807,64,0,165,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,0,45,266,60,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,0,150,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277176
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,411,180,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,596,261,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277191
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,411,180,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,596,261,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277206
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,485,393,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,596,261,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,0,135,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277221
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,485,393,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,133,465,0,60,0,360,133,360,266,360,596,261,266,15,261,107,133,495,133,225,0,495,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,612,508,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277236
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,266,495,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,485,393,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,598,334,0,60,0,360,133,360,266,360,596,261,266,15,261,107,133,495,608,345,615,324,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,612,508,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277251
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,266,480,133,405,0,240,422,129,240,528,266,300,0,285,133,210,804,99,0,510,266,420,266,180,0,345,133,240,266,75,485,393,821,433,133,60,454,460,133,135,133,330,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,598,334,0,60,0,360,133,360,619,356,596,261,266,15,261,107,133,495,608,345,615,324,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,612,508,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277266
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,709,208,133,405,0,240,422,129,240,528,266,300,0,285,133,210,802,94,0,510,266,420,266,180,0,345,133,240,266,75,485,393,821,433,133,60,454,460,700,227,689,217,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,598,334,0,60,0,360,133,360,619,356,596,261,266,15,261,107,133,495,608,345,615,324,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,612,508,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277281
1,400,834,174,496,382,818,52,266,405,0,420,133,420,0,255,133,255,821,163,813,40,709,208,133,405,0,240,422,129,240,528,266,300,707,241,133,210,802,94,0,510,266,420,266,180,592,367,133,240,266,75,485,393,821,433,133,60,454,460,700,227,689,217,114,163,795,367,266,135,800,81,604,274,266,285,807,64,606,250,621,169,411,40,625,158,0,120,415,23,125,90,266,450,266,435,415,10,266,240,133,375,266,45,133,435,266,150,558,29,560,42,133,315,447,292,445,306,133,390,415,149,411,165,598,334,0,60,0,360,133,360,619,356,596,261,266,15,261,107,133,495,608,345,615,324,266,345,255,263,0,375,620,492,773,473,450,275,620,482,778,531,438,260,774,515,816,255,612,508,776,504,266,195,266,465,133,270,133,45,133,345,0,90,269,223,133,195,776,487,0,330,266,315,266,270,0,300,0,450,1467277294
