0,28*15+15,0,8*15+15,0,30*15+15,133,(53-34)*15+15,0,19*15+15,266,(98-67)*15+15,0,6*15+15,0,31*15+15,0,17*15+15,0,32*15+15,266,(84-67)*15+15,133,(54-34)*15+15,0,27*15+15,266,(92-67)*15+15,0,2*15+15,0,15*15+15,0,9*15+15,0,25*15+15,133,(63-34)*15+15,133,(38-34)*15+15,0,29*15+15,133,(51-34)*15+15,0,14*15+15,0,20*15+15,133,(49-34)*15+15,266,(70-67)*15+15,133,(36-34)*15+15,133,(52-34)*15+15,266,(86-67)*15+15,133,(50-34)*15+15,266,(96-67)*15+15,133,(41-34)*15+15,133,(56-34)*15+15,266,(71-67)*15+15,266,(78-67)*15+15,0,26*15+15,133,(65-34)*15+15,133,(44-34)*15+15,133,(59-34)*15+15,266,(69-67)*15+15,133,(46-34)*15+15,0,1*15+15,266,(91-67)*15+15,266,(68-67)*15+15,133,(62-34)*15+15,266,(80-67)*15+15,133,(60-34)*15+15,133,(57-34)*15+15,0,11*15+15,133,(42-34)*15+15,133,(34-34)*15+15,133,(35-34)*15+15,266,(89-67)*15+15,266,(99-67)*15+15,133,(64-34)*15+15,266,(87-67)*15+15,133,(61-34)*15+15,266,(93-67)*15+15,133,(66-34)*15+15,0,5*15+15,0,16*15+15,133,(43-34)*15+15,266,(72-67)*15+15,0,23*15+15,0,12*15+15,266,(74-67)*15+15,133,(40-34)*15+15,0,18*15+15,0,4*15+15,0,7*15+15,0,22*15+15,0,21*15+15,266,(79-67)*15+15,266,(90-67)*15+15,133,(55-34)*15+15,0,10*15+15,0,13*15+15,133,(39-34)*15+15,133,(48-34)*15+15,133,(45-34)*15+15,266,(67-67)*15+15,266,(76-67)*15+15,133,(37-34)*15+15,0,24*15+15,266,(83-67)*15+15,0,0*15+15,0,3*15+15,133,(58-34)*15+15,266,(85-67)*15+15,266,(95-67)*15+15,0,33*15+15,266,(82-67)*15+15,266,(97-67)*15+15,266,(81-67)*15+15,266,(73-67)*15+15,266,(88-67)*15+15,266,(75-67)*15+15,133,(47-34)*15+15,266,(94-67)*15+15,266,(77-67)*15+15,1491889125
0,435,0,135,0,465,501,24,0,300,266,480,650,193,712,180,0,270,0,495,266,270,133,315,0,420,266,390,638,164,508,54,0,150,0,390,133,450,133,75,0,450,133,270,0,225,0,315,133,240,266,60,645,178,687,165,266,300,133,255,266,450,133,120,133,345,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,266,315,911,63,868,43,860,29,0,90,0,255,408,51,266,90,0,360,492,70,266,120,133,105,0,285,0,75,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,133,375,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889325
0,435,0,135,636,193,501,24,0,300,266,480,650,193,712,180,0,270,0,495,266,270,133,315,0,420,266,390,638,164,508,54,0,150,0,390,133,450,133,75,0,450,133,270,0,225,0,315,133,240,266,60,645,178,687,165,266,300,133,255,266,450,133,120,133,345,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,266,315,911,63,868,43,860,29,0,90,692,193,408,51,266,90,0,360,492,70,266,120,133,105,0,285,0,75,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,133,375,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889340
0,435,0,135,636,193,501,24,0,300,266,480,650,193,712,180,0,270,0,495,266,270,133,315,0,420,266,390,638,164,508,54,0,150,0,390,637,209,133,75,0,450,133,270,0,225,0,315,133,240,266,60,645,178,687,165,468,344,133,255,452,330,133,120,133,345,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,0,90,692,193,408,51,266,90,0,360,492,70,266,120,133,105,0,285,0,75,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,133,375,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889355
0,435,0,135,636,193,501,24,0,300,266,480,650,193,712,180,0,270,0,495,266,270,133,315,0,420,266,390,638,164,508,54,0,150,0,390,637,209,133,75,0,450,133,270,0,225,0,315,133,240,266,60,645,178,687,165,468,344,133,255,452,330,133,120,133,345,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,0,90,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,0,75,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,133,375,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889370
0,435,0,135,636,193,501,24,0,300,266,480,650,193,712,180,0,270,0,495,266,270,133,315,0,420,266,390,638,164,508,54,0,150,0,390,637,209,133,75,0,450,133,270,0,225,0,315,544,344,266,60,645,178,687,165,468,344,133,255,452,330,133,120,709,209,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,0,90,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,0,75,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,133,375,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889385
0,435,0,135,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,133,315,504,384,266,390,638,164,508,54,0,150,0,390,637,209,133,75,0,450,133,270,0,225,0,315,544,344,266,60,645,178,687,165,468,344,133,255,452,330,133,120,709,209,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,0,90,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,0,75,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889400
0,435,0,135,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,266,390,638,164,508,54,0,150,0,390,637,209,133,75,0,450,133,270,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,0,90,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,0,75,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889415
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,266,390,638,164,508,54,0,150,0,390,637,209,133,75,0,450,133,270,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,266,360,133,330,0,165,0,210,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889430
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,266,390,638,164,508,54,640,222,0,390,637,209,133,75,0,450,133,270,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,133,165,133,390,266,45,133,195,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,266,360,133,330,538,489,550,38,133,90,133,225,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,133,210,266,420,266,165,1491889445
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,266,390,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,133,165,133,390,266,45,815,42,908,32,266,375,266,30,879,55,266,210,133,405,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,266,360,133,330,538,489,550,38,133,90,529,22,133,180,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,809,26,266,420,266,165,1491889460
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,266,390,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,584,330,133,390,266,45,815,42,908,32,266,375,266,30,879,55,266,210,206,400,133,360,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,266,360,133,330,538,489,550,38,133,90,529,22,593,39,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,813,29,266,420,266,165,1491889475
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,266,390,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,584,330,455,372,266,45,815,42,908,32,266,375,266,30,879,55,266,210,833,558,843,542,0,180,133,135,447,23,133,30,266,345,909,47,133,465,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,266,360,590,470,538,489,550,38,133,90,529,22,593,39,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,813,29,266,420,266,165,1491889490
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,554,375,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,584,330,455,372,266,45,815,42,908,32,883,68,266,30,879,55,266,210,833,558,843,542,0,180,133,135,447,23,133,30,266,345,909,47,532,177,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,266,360,589,478,538,489,550,38,133,90,529,22,593,39,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,813,29,406,425,266,165,1491889505
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,554,375,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,584,330,455,372,266,45,815,42,908,32,883,68,266,30,879,55,266,210,833,558,843,542,0,180,133,135,447,23,133,30,528,205,909,47,532,177,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,490,474,589,478,538,489,550,38,133,90,529,22,593,39,417,37,266,150,475,37,0,375,266,255,416,22,0,60,746,223,266,285,266,435,0,510,266,240,266,465,266,225,476,51,266,330,266,135,813,29,702,609,266,165,1491889520
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,266,270,429,347,507,360,554,375,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,584,330,455,372,266,45,815,42,908,32,883,68,266,30,879,55,266,210,833,558,843,542,0,180,133,135,447,23,133,30,528,205,909,47,532,177,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,490,474,589,478,538,489,550,38,133,90,529,22,593,39,417,37,266,150,475,37,0,375,492,84,416,22,0,60,746,223,266,285,266,435,0,510,813,64,266,465,266,225,476,51,580,54,266,135,813,29,702,609,266,165,1491889535
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,414,362,429,347,507,360,554,375,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,266,180,412,65,449,79,584,330,455,372,266,45,815,42,908,32,883,68,266,30,879,55,266,210,833,558,843,542,0,180,133,135,447,23,133,30,528,205,909,47,532,177,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,490,474,589,478,538,489,550,38,133,90,529,22,593,39,417,37,266,150,475,37,0,375,492,84,416,22,0,60,746,223,922,404,266,435,0,510,813,68,266,465,882,390,476,51,580,54,266,135,813,29,702,609,266,165,1491889550
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,414,362,429,347,507,360,554,375,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,769,194,412,65,449,79,584,330,455,372,266,45,815,42,908,32,883,68,266,30,879,55,897,418,833,558,843,542,0,180,133,135,447,23,133,30,528,205,909,47,532,177,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,490,474,589,478,538,489,550,38,133,90,529,22,593,39,417,37,579,22,475,37,0,375,492,84,416,22,0,60,746,223,922,404,266,435,0,510,813,68,266,465,882,390,476,51,580,54,266,135,813,29,702,609,266,165,1491889565
0,435,528,377,636,193,501,24,0,300,266,480,650,193,712,180,460,359,0,495,414,362,429,347,507,360,554,375,638,164,508,54,640,222,0,390,637,209,133,75,0,450,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,769,194,412,65,449,79,584,330,455,372,266,45,815,42,908,32,883,68,266,30,879,55,897,418,833,558,843,542,0,180,133,135,447,23,133,30,528,205,909,47,532,177,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,490,474,589,478,538,489,550,38,133,90,529,22,593,39,417,37,579,22,475,37,0,375,492,84,416,22,0,60,746,223,922,404,770,418,0,510,813,68,849,389,882,390,476,51,580,54,266,135,813,29,702,609,640,575,1491889580
500,384,528,377,636,193,501,24,0,300,865,419,650,193,712,180,460,359,0,495,414,362,429,347,507,360,554,375,638,164,508,54,640,222,0,390,637,209,133,75,946,378,799,56,0,225,0,315,544,344,266,60,645,178,687,165,468,344,805,223,452,330,562,362,709,209,266,75,769,194,412,65,449,79,584,330,455,372,266,45,815,42,908,32,883,68,266,30,879,55,897,418,833,558,843,542,0,180,133,135,447,23,133,30,528,205,909,47,532,177,598,176,911,63,868,43,860,29,848,404,692,193,408,51,266,90,0,360,492,70,514,330,133,105,0,285,570,192,0,120,0,345,0,330,266,195,490,474,589,478,538,489,550,38,133,90,529,22,593,39,417,37,579,22,475,37,0,375,492,84,416,22,0,60,746,223,922,404,863,431,0,510,813,68,849,389,882,390,476,51,580,54,266,135,813,29,702,609,640,575,1491889595
