133,(56-34)*15+15,0,13*15+15,133,(38-34)*15+15,266,(68-67)*15+15,266,(80-67)*15+15,0,2*15+15,266,(99-67)*15+15,133,(51-34)*15+15,0,16*15+15,133,(39-34)*15+15,133,(62-34)*15+15,266,(87-67)*15+15,0,27*15+15,266,(86-67)*15+15,0,8*15+15,133,(54-34)*15+15,266,(72-67)*15+15,0,12*15+15,133,(35-34)*15+15,266,(95-67)*15+15,266,(79-67)*15+15,266,(93-67)*15+15,133,(57-34)*15+15,0,31*15+15,0,23*15+15,0,28*15+15,0,1*15+15,133,(36-34)*15+15,133,(44-34)*15+15,266,(98-67)*15+15,133,(58-34)*15+15,266,(90-67)*15+15,0,3*15+15,0,26*15+15,266,(75-67)*15+15,133,(65-34)*15+15,266,(81-67)*15+15,266,(84-67)*15+15,0,7*15+15,266,(94-67)*15+15,133,(49-34)*15+15,0,9*15+15,0,22*15+15,0,21*15+15,133,(61-34)*15+15,266,(88-67)*15+15,266,(71-67)*15+15,133,(41-34)*15+15,133,(42-34)*15+15,0,15*15+15,133,(59-34)*15+15,0,10*15+15,266,(69-67)*15+15,133,(37-34)*15+15,0,32*15+15,266,(85-67)*15+15,0,4*15+15,0,11*15+15,266,(82-67)*15+15,266,(89-67)*15+15,133,(45-34)*15+15,133,(43-34)*15+15,0,20*15+15,0,29*15+15,266,(70-67)*15+15,266,(73-67)*15+15,0,30*15+15,266,(92-67)*15+15,0,5*15+15,266,(67-67)*15+15,0,33*15+15,266,(96-67)*15+15,0,18*15+15,266,(97-67)*15+15,133,(64-34)*15+15,0,6*15+15,266,(76-67)*15+15,266,(91-67)*15+15,133,(46-34)*15+15,133,(53-34)*15+15,266,(78-67)*15+15,133,(47-34)*15+15,133,(50-34)*15+15,133,(60-34)*15+15,133,(52-34)*15+15,133,(34-34)*15+15,133,(66-34)*15+15,266,(74-67)*15+15,133,(40-34)*15+15,0,14*15+15,266,(83-67)*15+15,0,25*15+15,0,17*15+15,133,(55-34)*15+15,0,0*15+15,0,24*15+15,133,(63-34)*15+15,133,(48-34)*15+15,266,(77-67)*15+15,0,19*15+15,1476179266
133,345,0,210,133,75,445,153,266,210,0,45,266,495,133,270,0,255,133,90,486,122,266,315,0,420,266,300,0,135,133,315,266,90,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,465,436,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,0,150,0,345,0,330,133,420,266,330,266,75,133,120,599,124,0,240,133,390,0,165,266,45,133,60,0,495,266,285,0,75,0,180,266,240,266,345,133,180,753,183,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,271,460,266,450,0,285,266,465,133,465,0,105,266,150,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179439
133,345,0,210,133,75,445,153,266,210,0,45,266,495,133,270,0,255,133,90,486,122,266,315,0,420,266,300,0,135,133,315,266,90,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,465,436,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,0,150,0,345,0,330,133,420,266,330,266,75,133,120,599,124,0,240,133,390,692,302,266,45,133,60,0,495,266,285,0,75,0,180,266,240,266,345,133,180,753,183,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,266,150,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179454
133,345,0,210,133,75,445,153,266,210,0,45,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,0,135,133,315,266,90,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,465,436,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,0,150,0,345,0,330,133,420,266,330,266,75,133,120,599,124,0,240,133,390,692,302,266,45,133,60,0,495,266,285,0,75,0,180,266,240,266,345,133,180,753,183,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,266,150,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179469
133,345,0,210,133,75,445,153,266,210,0,45,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,0,135,133,315,266,90,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,0,150,0,345,0,330,133,420,266,330,266,75,133,120,599,124,0,240,133,390,692,302,266,45,133,60,0,495,266,285,0,75,0,180,266,240,266,345,133,180,753,183,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179484
133,345,0,210,550,455,445,153,266,210,0,45,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,0,135,133,315,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,0,150,0,345,0,330,133,420,266,330,266,75,133,120,599,124,0,240,133,390,692,302,339,87,133,60,0,495,266,285,0,75,0,180,266,240,266,345,133,180,753,183,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179499
133,345,0,210,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,0,135,133,315,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,0,150,0,345,0,330,133,420,266,330,266,75,133,120,599,124,0,240,133,390,692,302,639,330,133,60,0,495,266,285,0,75,0,180,266,240,266,345,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179514
133,345,0,210,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,0,135,133,315,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,893,315,643,175,0,330,133,420,266,330,266,75,133,120,599,124,0,240,133,390,692,302,639,330,133,60,0,495,266,285,0,75,0,180,266,240,266,345,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179529
133,345,0,210,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,0,135,133,315,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,266,270,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,636,502,0,75,0,180,266,240,266,345,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179544
133,345,0,210,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,790,477,133,315,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,591,226,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,765,515,0,75,0,180,266,240,266,345,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179559
133,345,0,210,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,790,477,133,315,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,591,226,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,759,510,0,75,0,180,266,240,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,133,105,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179574
133,345,0,210,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,266,315,406,200,266,300,790,477,503,147,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,591,226,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,759,510,0,75,0,180,266,240,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,355,162,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179589
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,829,117,406,200,266,300,790,477,503,147,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,591,226,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,759,510,0,75,0,180,266,240,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,133,210,133,255,133,405,133,285,438,63,133,495,266,120,769,320,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179604
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,829,117,406,200,266,300,790,477,503,147,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,591,226,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,759,510,0,75,0,180,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,266,15,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,548,42,133,255,133,405,133,285,438,63,133,495,266,120,769,320,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179619
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,829,117,406,200,266,300,790,477,503,147,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,0,30,133,45,133,165,266,480,133,375,266,360,0,60,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,759,510,0,75,0,180,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,610,288,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179634
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,829,117,406,200,266,300,790,477,503,147,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,133,45,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,759,510,668,139,0,180,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,0,90,610,288,861,382,266,450,0,285,266,465,133,465,0,105,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179649
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,829,117,406,200,266,300,790,477,503,147,530,404,0,195,133,30,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,133,45,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,133,60,0,495,759,510,673,138,0,180,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,0,285,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179664
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,133,90,486,122,829,117,406,200,266,300,790,477,503,147,530,404,0,195,531,372,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,496,329,0,495,759,510,673,138,0,180,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,0,285,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179679
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,0,195,531,372,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,0,240,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,0,285,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,0,225,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179694
133,345,816,78,550,455,445,153,266,210,884,79,266,495,133,270,0,255,831,153,486,122,829,117,406,200,266,300,790,477,503,147,530,404,639,260,531,372,475,183,266,195,266,405,133,360,0,480,0,360,760,361,610,488,704,481,133,165,266,480,133,375,266,360,645,452,0,405,266,135,432,94,420,121,580,164,542,109,266,420,133,240,893,315,647,177,0,330,133,420,266,330,266,75,676,364,599,124,643,372,133,390,692,302,639,330,496,329,0,495,759,510,673,138,725,171,666,67,799,28,133,180,714,267,0,315,872,337,266,60,266,105,857,357,266,390,624,423,610,288,861,382,266,450,0,285,266,465,133,465,558,307,610,38,266,375,133,195,133,300,507,51,560,15,133,255,133,405,133,285,438,63,133,495,266,120,769,320,586,348,266,255,0,390,0,270,133,330,457,35,0,375,133,450,133,225,266,165,0,300,1476179709
