266,(73-67)*15+15,266,(93-67)*15+15,266,(74-67)*15+15,266,(88-67)*15+15,0,5*15+15,133,(58-34)*15+15,0,29*15+15,133,(63-34)*15+15,0,20*15+15,266,(92-67)*15+15,266,(76-67)*15+15,0,13*15+15,266,(86-67)*15+15,133,(64-34)*15+15,266,(98-67)*15+15,0,15*15+15,133,(35-34)*15+15,0,27*15+15,133,(60-34)*15+15,0,11*15+15,133,(34-34)*15+15,266,(85-67)*15+15,0,24*15+15,133,(40-34)*15+15,266,(89-67)*15+15,266,(75-67)*15+15,133,(37-34)*15+15,133,(48-34)*15+15,266,(94-67)*15+15,266,(69-67)*15+15,133,(61-34)*15+15,266,(83-67)*15+15,0,10*15+15,266,(99-67)*15+15,0,33*15+15,133,(38-34)*15+15,0,16*15+15,133,(43-34)*15+15,133,(55-34)*15+15,133,(41-34)*15+15,133,(62-34)*15+15,266,(90-67)*15+15,0,6*15+15,133,(36-34)*15+15,266,(87-67)*15+15,133,(45-34)*15+15,0,18*15+15,266,(68-67)*15+15,133,(44-34)*15+15,133,(50-34)*15+15,266,(82-67)*15+15,0,25*15+15,0,0*15+15,133,(56-34)*15+15,0,9*15+15,266,(96-67)*15+15,266,(71-67)*15+15,133,(52-34)*15+15,133,(57-34)*15+15,266,(77-67)*15+15,0,23*15+15,133,(59-34)*15+15,266,(97-67)*15+15,133,(39-34)*15+15,133,(49-34)*15+15,133,(65-34)*15+15,0,3*15+15,0,4*15+15,266,(79-67)*15+15,0,21*15+15,0,14*15+15,133,(47-34)*15+15,0,19*15+15,266,(78-67)*15+15,0,31*15+15,0,30*15+15,0,7*15+15,266,(67-67)*15+15,0,12*15+15,0,32*15+15,133,(42-34)*15+15,133,(53-34)*15+15,0,26*15+15,0,8*15+15,0,2*15+15,0,22*15+15,266,(81-67)*15+15,266,(95-67)*15+15,133,(46-34)*15+15,0,1*15+15,266,(91-67)*15+15,266,(70-67)*15+15,0,17*15+15,0,28*15+15,133,(54-34)*15+15,133,(66-34)*15+15,133,(51-34)*15+15,266,(72-67)*15+15,266,(84-67)*15+15,266,(80-67)*15+15,1470336163
815,436,266,405,841,210,266,330,473,226,784,402,818,228,703,190,587,401,266,390,266,150,893,465,266,300,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,266,285,618,333,639,214,266,345,266,135,764,214,520,423,266,420,515,386,727,468,266,255,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,266,360,482,133,860,234,266,315,878,430,481,165,521,156,760,439,683,136,266,240,498,199,433,471,743,283,470,455,266,450,731,352,788,325,767,306,266,165,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,266,195,747,144,794,73,688,157,788,89,266,180,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,266,225,266,435,537,191,420,439,266,375,437,195,769,354,716,405,733,435,579,240,721,335,793,363,266,270,266,210,1470336617
815,436,266,405,841,210,266,330,473,226,784,402,818,228,703,190,587,401,266,390,795,485,893,465,266,300,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,266,285,618,333,639,214,266,345,596,203,764,214,520,423,266,420,515,386,727,468,266,255,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,266,360,482,133,860,234,266,315,878,430,481,165,521,156,760,439,683,136,266,240,498,199,433,471,767,249,470,455,266,450,731,352,788,325,767,306,266,165,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,266,195,747,144,794,73,688,157,788,89,266,180,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,266,225,266,435,537,191,420,439,266,375,437,195,769,354,716,405,733,435,579,240,721,335,793,363,266,270,266,210,1470336632
815,436,266,405,841,210,266,330,473,226,784,402,818,228,703,190,587,401,266,390,795,485,893,465,266,300,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,266,285,618,333,639,214,266,345,596,203,764,214,520,423,266,420,515,386,727,468,266,255,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,266,360,482,133,860,234,266,315,878,430,481,165,521,156,760,439,683,136,266,240,498,199,433,471,767,249,470,455,266,450,731,352,788,325,767,306,687,395,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,266,225,266,435,537,191,420,439,266,375,437,195,769,354,716,405,733,435,579,240,721,335,793,363,266,270,693,203,1470336647
815,436,266,405,841,210,266,330,473,226,784,402,818,228,703,190,587,401,266,390,795,485,893,465,266,300,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,266,285,618,333,639,214,266,345,596,203,764,214,520,423,266,420,515,386,727,468,266,255,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,266,360,482,133,860,234,266,315,878,430,481,165,521,156,760,439,683,136,750,447,498,199,433,471,767,249,470,455,266,450,731,352,788,325,767,306,687,395,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,266,435,537,191,420,439,266,375,437,195,769,354,716,405,733,435,579,240,721,335,793,363,266,270,705,304,1470336662
815,436,266,405,841,210,266,330,473,226,784,402,818,228,703,190,587,401,266,390,795,485,893,465,266,300,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,266,285,618,333,639,214,266,345,596,203,764,214,520,423,266,420,515,386,727,468,841,475,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,266,360,482,133,860,234,266,315,878,430,481,165,521,156,760,439,683,136,750,447,498,199,433,471,767,249,470,455,266,450,731,352,788,325,767,306,687,395,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,266,435,537,191,420,439,266,375,437,195,769,354,716,405,733,435,579,240,721,335,793,363,766,276,705,304,1470336677
815,436,266,405,841,210,266,330,473,226,784,402,818,228,703,190,587,401,266,390,795,485,893,465,266,300,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,849,245,618,333,639,214,266,345,596,203,764,214,520,423,266,420,515,386,727,468,841,475,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,266,360,482,133,860,234,266,315,878,430,481,165,521,156,760,439,683,136,750,447,498,199,433,471,767,249,470,455,266,450,731,352,788,325,767,306,687,395,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,266,435,537,191,420,439,266,375,437,195,769,354,716,405,733,435,579,240,721,335,793,363,782,195,705,304,1470336692
815,436,266,405,841,210,742,459,473,226,784,402,818,228,703,190,587,401,266,390,795,485,893,465,837,463,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,849,245,618,333,639,214,584,348,596,203,764,214,520,423,266,420,515,386,727,468,841,475,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,729,254,482,133,860,234,500,141,878,430,481,165,521,156,760,439,683,136,750,447,498,199,433,471,767,249,470,455,266,450,731,352,788,325,767,306,687,395,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,266,435,537,191,420,439,266,375,437,195,769,354,716,405,733,435,579,240,721,335,793,363,782,195,705,304,1470336707
815,436,764,390,841,210,742,459,473,226,784,402,818,228,703,190,587,401,806,406,795,485,893,465,837,463,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,849,245,618,333,639,214,584,348,596,203,764,214,520,423,684,422,515,386,727,468,841,475,478,489,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,729,254,482,133,860,234,500,141,878,430,481,165,521,156,760,439,683,136,750,447,498,199,433,471,767,249,470,455,266,450,731,352,788,325,767,306,687,395,660,275,529,216,266,465,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,578,227,537,191,420,439,509,181,437,195,769,354,716,405,733,435,579,240,721,335,793,363,782,195,705,304,1470336722
815,436,764,390,841,210,742,459,473,226,784,402,818,228,703,190,587,401,806,406,795,485,893,465,837,463,741,487,266,480,760,419,868,204,839,484,913,224,859,500,896,255,849,245,618,333,639,214,584,348,596,203,764,214,520,423,684,422,515,386,727,468,841,475,489,460,266,495,580,363,834,448,800,470,795,455,801,501,821,256,452,185,729,254,482,133,860,234,500,141,878,430,481,165,521,156,760,439,683,136,750,447,498,199,569,303,767,249,510,449,548,436,731,352,788,325,767,306,687,395,660,275,529,216,794,288,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,568,179,537,191,420,439,509,181,437,195,769,354,716,405,733,435,579,240,721,335,793,363,782,195,705,304,1470336737
815,436,764,390,841,210,742,459,473,226,784,402,818,228,703,190,587,401,806,406,795,485,893,465,837,463,741,487,630,290,760,419,868,204,839,484,913,224,859,500,896,255,849,245,618,333,639,214,584,348,596,203,764,214,520,423,684,422,515,386,727,468,841,475,489,460,739,325,580,363,834,448,800,470,795,455,801,501,821,256,452,185,729,254,482,133,860,234,500,141,878,430,481,165,521,156,760,439,683,136,750,447,498,199,569,303,767,249,510,449,548,436,731,352,788,325,767,306,687,395,660,275,529,216,718,126,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,568,179,537,191,420,439,509,181,437,195,769,354,716,405,733,435,579,240,721,335,793,363,782,195,705,304,1470336752
815,436,764,390,841,210,742,459,473,226,784,402,818,228,703,190,587,401,806,406,795,485,893,465,837,463,741,487,630,290,760,419,868,204,839,484,913,224,859,500,896,255,849,245,618,333,639,214,584,348,596,203,764,214,520,423,684,422,515,386,727,468,841,475,489,460,814,299,580,363,834,448,800,470,795,455,801,501,821,256,452,185,729,254,482,133,860,234,500,141,878,430,481,165,521,156,760,439,683,136,750,447,498,199,569,303,767,249,510,449,548,436,731,352,788,325,767,306,687,395,660,275,529,216,718,126,711,82,752,172,864,393,829,46,705,234,714,225,747,144,794,73,688,157,788,89,815,143,731,113,780,133,735,369,777,339,802,375,753,318,841,415,830,315,718,379,814,343,833,355,806,394,738,270,568,179,537,191,420,439,509,181,437,195,769,354,716,405,733,435,579,240,721,335,793,363,782,195,705,304,1470336762
