0,17*15+15,266,(73-67)*15+15,0,12*15+15,0,1*15+15,133,(63-34)*15+15,0,22*15+15,266,(99-67)*15+15,133,(66-34)*15+15,266,(72-67)*15+15,0,7*15+15,0,18*15+15,0,9*15+15,266,(75-67)*15+15,0,13*15+15,133,(60-34)*15+15,0,10*15+15,266,(88-67)*15+15,133,(61-34)*15+15,266,(81-67)*15+15,266,(98-67)*15+15,133,(65-34)*15+15,133,(62-34)*15+15,266,(94-67)*15+15,133,(41-34)*15+15,133,(40-34)*15+15,266,(92-67)*15+15,133,(57-34)*15+15,266,(89-67)*15+15,0,16*15+15,133,(35-34)*15+15,133,(38-34)*15+15,0,20*15+15,266,(76-67)*15+15,0,33*15+15,266,(91-67)*15+15,0,6*15+15,266,(69-67)*15+15,266,(87-67)*15+15,266,(95-67)*15+15,0,4*15+15,0,14*15+15,266,(71-67)*15+15,266,(79-67)*15+15,0,30*15+15,0,21*15+15,0,29*15+15,266,(86-67)*15+15,133,(36-34)*15+15,266,(84-67)*15+15,0,25*15+15,133,(45-34)*15+15,133,(46-34)*15+15,0,27*15+15,0,31*15+15,133,(43-34)*15+15,0,23*15+15,266,(77-67)*15+15,0,11*15+15,0,24*15+15,133,(55-34)*15+15,133,(64-34)*15+15,133,(48-34)*15+15,266,(70-67)*15+15,266,(96-67)*15+15,0,15*15+15,133,(34-34)*15+15,133,(37-34)*15+15,133,(42-34)*15+15,133,(49-34)*15+15,133,(52-34)*15+15,0,2*15+15,266,(93-67)*15+15,0,28*15+15,0,32*15+15,266,(85-67)*15+15,133,(54-34)*15+15,133,(53-34)*15+15,133,(39-34)*15+15,266,(68-67)*15+15,0,3*15+15,266,(90-67)*15+15,0,26*15+15,266,(83-67)*15+15,0,8*15+15,266,(74-67)*15+15,133,(51-34)*15+15,0,0*15+15,266,(67-67)*15+15,266,(82-67)*15+15,133,(56-34)*15+15,266,(97-67)*15+15,133,(44-34)*15+15,133,(50-34)*15+15,133,(47-34)*15+15,0,19*15+15,133,(59-34)*15+15,266,(78-67)*15+15,266,(80-67)*15+15,133,(58-34)*15+15,0,5*15+15,1477549875
0,270,266,105,0,195,0,30,133,450,0,345,266,495,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,133,480,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,0,510,266,375,643,311,628,327,266,315,266,435,634,271,0,225,266,75,266,195,0,465,523,69,0,450,266,300,133,45,266,270,0,390,133,180,133,195,0,420,0,480,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,0,435,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,0,405,266,255,550,30,266,120,133,270,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,623,298,1477550088
0,270,266,105,0,195,0,30,133,450,0,345,266,495,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,133,480,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,0,510,266,375,643,311,628,327,266,315,266,435,634,271,0,225,266,75,266,195,0,465,523,69,0,450,266,300,133,45,266,270,0,390,133,180,133,195,0,420,0,480,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,0,435,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,568,69,266,255,550,30,266,120,133,270,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,623,298,1477550103
0,270,266,105,0,195,0,30,133,450,0,345,266,495,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,133,480,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,0,510,266,375,643,311,628,327,266,315,266,435,634,271,0,225,266,75,266,195,0,465,523,69,534,274,266,300,133,45,266,270,0,390,133,180,133,195,535,191,0,480,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,0,435,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,133,270,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,623,298,1477550118
0,270,266,105,0,195,0,30,133,450,0,345,266,495,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,133,480,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,0,510,266,375,643,311,628,327,266,315,266,435,634,271,0,225,266,75,266,195,458,158,523,69,510,258,266,300,133,45,266,270,0,390,133,180,133,195,535,191,0,480,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,921,424,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,133,270,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,623,298,1477550133
0,270,266,105,0,195,0,30,133,450,0,345,266,495,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,133,480,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,458,492,266,375,643,311,628,327,266,315,266,435,634,271,0,225,266,75,266,195,784,72,523,69,510,258,266,300,133,45,266,270,0,390,133,180,133,195,535,191,674,156,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,921,424,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,133,270,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,623,298,1477550148
0,270,266,105,0,195,0,30,133,450,0,345,266,495,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,133,480,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,266,435,630,224,0,225,266,75,266,195,784,72,523,69,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,921,424,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,133,270,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550163
0,270,266,105,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,866,443,630,224,0,225,266,75,266,195,784,72,523,69,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,133,270,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550178
0,270,266,105,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,860,427,630,224,0,225,266,75,266,195,784,72,523,69,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,133,300,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,579,48,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550193
0,270,700,452,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,860,427,630,224,0,225,795,60,266,195,784,72,523,69,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,266,60,266,450,0,240,133,15,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,579,48,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550208
0,270,700,452,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,860,427,630,224,0,225,793,59,266,195,784,72,523,69,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,266,165,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,492,466,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,579,48,413,31,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550223
0,270,700,452,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,860,427,630,224,0,225,793,59,266,195,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,520,66,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,579,48,462,52,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550238
0,270,700,452,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,860,427,630,224,0,225,793,59,266,195,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,266,30,0,60,266,360,566,69,266,255,550,30,266,120,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550253
0,270,700,452,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,266,150,695,440,266,375,641,284,628,303,266,315,860,427,630,224,0,225,793,59,266,195,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,266,30,0,60,266,360,566,69,266,255,550,30,673,93,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550268
0,270,685,435,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,864,553,693,411,266,375,641,284,628,303,266,315,860,427,630,224,0,225,793,59,266,195,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,266,30,0,60,266,360,566,69,266,255,550,30,673,93,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,266,180,266,210,133,375,622,261,1477550283
0,270,700,422,0,195,0,30,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,864,553,693,411,266,375,641,284,628,303,266,315,860,427,630,224,0,225,793,59,635,53,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,552,78,0,60,266,360,566,69,266,255,550,30,673,93,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,631,19,266,210,133,375,622,261,1477550298
0,270,700,422,0,195,672,298,133,450,0,345,930,501,133,495,920,541,0,120,0,285,0,150,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,864,553,693,411,266,375,641,284,630,298,266,315,860,427,630,224,0,225,793,59,635,53,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,0,45,266,405,909,266,0,495,266,285,133,315,580,18,133,90,552,78,0,60,266,360,566,69,266,255,550,30,698,84,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,631,19,266,210,133,375,622,261,1477550313
0,270,700,422,0,195,672,298,133,450,0,345,930,501,133,495,920,541,756,361,0,285,148,190,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,864,553,693,411,266,375,641,284,630,298,266,315,860,427,630,224,0,225,793,59,635,53,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,0,375,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,889,238,266,405,909,266,0,495,266,285,133,315,580,18,133,90,552,78,550,16,266,360,566,69,266,255,550,30,698,84,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,631,19,266,210,133,375,622,261,1477550328
0,270,700,422,0,195,672,298,133,450,798,371,930,501,133,495,920,541,756,361,0,285,630,536,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,864,553,693,411,266,375,641,284,630,298,266,315,860,427,630,224,0,225,793,59,635,53,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,501,267,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,889,238,266,405,909,266,0,495,266,285,133,315,580,18,133,90,552,78,550,16,266,360,566,69,266,255,550,30,698,84,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,631,19,266,210,133,375,622,261,1477550343
0,270,700,422,0,195,672,298,133,450,798,371,930,501,133,495,920,541,756,361,0,285,630,536,266,135,0,210,133,405,0,165,266,330,133,420,266,225,266,480,172,518,133,435,266,420,133,120,133,105,266,390,133,360,914,531,0,255,133,30,133,75,0,315,864,553,693,411,266,375,653,287,628,299,266,315,860,427,654,258,0,225,793,59,635,53,784,72,647,39,510,258,266,300,133,45,266,270,0,390,133,180,133,195,596,371,674,156,133,150,0,360,539,41,0,180,550,278,133,330,133,465,133,225,894,253,266,450,0,240,448,507,133,60,133,135,133,240,133,285,889,238,266,405,909,266,0,495,266,285,133,315,580,18,133,90,552,78,550,16,266,360,566,69,266,255,550,30,698,84,579,48,448,102,412,17,266,240,133,345,266,465,133,165,133,255,133,210,561,56,133,390,631,19,266,210,133,375,612,277,1477550358
