0,7*15+15,0,21*15+15,266,(92-67)*15+15,133,(58-34)*15+15,266,(70-67)*15+15,0,13*15+15,0,5*15+15,133,(65-34)*15+15,0,0*15+15,266,(72-67)*15+15,133,(43-34)*15+15,133,(62-34)*15+15,266,(95-67)*15+15,266,(94-67)*15+15,266,(88-67)*15+15,0,14*15+15,133,(53-34)*15+15,266,(99-67)*15+15,0,26*15+15,0,10*15+15,133,(55-34)*15+15,0,9*15+15,0,16*15+15,266,(69-67)*15+15,266,(78-67)*15+15,0,29*15+15,266,(82-67)*15+15,0,27*15+15,133,(60-34)*15+15,133,(49-34)*15+15,0,6*15+15,133,(42-34)*15+15,133,(37-34)*15+15,0,2*15+15,266,(67-67)*15+15,133,(46-34)*15+15,133,(48-34)*15+15,266,(68-67)*15+15,266,(89-67)*15+15,266,(91-67)*15+15,133,(54-34)*15+15,133,(41-34)*15+15,133,(50-34)*15+15,0,32*15+15,133,(36-34)*15+15,266,(86-67)*15+15,266,(81-67)*15+15,133,(47-34)*15+15,133,(56-34)*15+15,0,3*15+15,266,(98-67)*15+15,266,(75-67)*15+15,133,(44-34)*15+15,0,31*15+15,133,(51-34)*15+15,133,(35-34)*15+15,133,(59-34)*15+15,133,(34-34)*15+15,133,(45-34)*15+15,0,25*15+15,0,20*15+15,266,(76-67)*15+15,133,(63-34)*15+15,266,(80-67)*15+15,266,(73-67)*15+15,266,(87-67)*15+15,133,(39-34)*15+15,133,(38-34)*15+15,133,(52-34)*15+15,133,(64-34)*15+15,266,(90-67)*15+15,0,33*15+15,266,(84-67)*15+15,266,(93-67)*15+15,266,(79-67)*15+15,133,(61-34)*15+15,0,8*15+15,0,22*15+15,0,15*15+15,266,(85-67)*15+15,266,(83-67)*15+15,0,17*15+15,0,19*15+15,0,18*15+15,0,12*15+15,0,28*15+15,266,(74-67)*15+15,0,1*15+15,0,23*15+15,133,(57-34)*15+15,0,11*15+15,0,4*15+15,266,(71-67)*15+15,266,(96-67)*15+15,266,(97-67)*15+15,266,(77-67)*15+15,0,24*15+15,133,(66-34)*15+15,133,(40-34)*15+15,0,30*15+15,1466012758
0,120,0,330,266,390,133,375,266,60,0,210,0,90,133,480,0,15,266,90,133,150,133,435,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,133,405,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,133,120,133,255,0,495,133,45,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,0,480,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,133,450,266,210,266,105,266,315,133,90,133,75,-8,274,133,465,266,360,0,510,266,270,266,405,266,195,133,420,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,133,105,0,465,1466012929
0,120,0,330,266,390,133,375,266,60,0,210,0,90,133,480,0,15,266,90,133,150,133,435,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,133,405,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,133,120,133,255,0,495,915,559,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,0,480,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,133,450,266,210,266,105,266,315,133,90,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,133,420,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,133,105,0,465,1466012944
0,120,0,330,266,390,800,502,266,60,0,210,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,133,405,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,133,120,133,255,0,495,915,559,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,0,480,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,133,90,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,133,420,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,133,105,0,465,1466012959
0,120,0,330,266,390,800,502,266,60,0,210,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,133,405,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,133,120,133,255,0,495,915,559,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,0,480,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,133,90,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,133,420,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,919,19,0,465,1466012974
0,120,0,330,266,390,800,502,266,60,0,210,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,133,405,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,593,587,133,255,0,495,915,559,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,0,480,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,133,420,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,135,106,0,465,1466012989
0,120,0,330,266,390,800,502,266,60,0,210,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,133,405,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,771,591,133,255,0,495,915,559,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,650,592,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,133,420,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,135,106,0,465,1466013004
0,120,0,330,266,390,800,502,266,60,0,210,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,133,405,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,650,592,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,133,420,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,135,106,0,465,1466013019
0,120,0,330,266,390,800,502,266,60,0,210,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,0,225,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,650,592,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,0,360,133,360,0,180,0,75,266,75,266,450,266,465,266,165,0,375,133,495,135,106,0,465,1466013034
0,120,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,22,245,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,0,420,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,133,315,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,650,592,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,10,371,133,495,135,106,0,465,1466013049
0,120,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,266,90,133,150,771,480,266,435,266,420,266,330,608,285,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,650,592,133,270,133,30,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,135,106,0,465,1466013064
0,120,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,888,470,133,150,771,480,266,435,266,420,266,330,608,285,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,135,106,0,465,1466013079
969,438,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,888,470,133,150,771,480,266,435,266,420,266,330,608,285,133,300,266,495,0,405,0,165,133,330,0,150,0,255,266,45,266,180,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,133,165,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,135,106,0,465,1466013094
969,438,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,888,470,673,432,771,480,266,435,266,420,266,330,608,285,133,300,266,495,0,405,655,422,133,330,0,150,0,255,266,45,266,180,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,129,127,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,135,106,0,465,1466013109
969,438,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,888,470,673,432,771,480,266,435,266,420,266,330,608,285,133,300,266,495,0,405,655,422,133,330,0,150,0,255,266,45,698,285,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,129,127,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,135,106,0,465,1466013124
969,438,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,888,470,673,432,771,480,266,435,266,420,266,330,608,285,133,300,266,495,0,405,655,422,133,330,0,150,0,255,266,45,698,285,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,129,127,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,266,150,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,0,135,0,345,948,596,266,285,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,129,110,0,465,1466013139
969,438,0,330,266,390,800,502,266,60,849,470,0,90,133,480,0,15,888,470,673,432,771,480,266,435,266,420,266,330,608,285,133,300,266,495,0,405,655,422,133,330,0,150,0,255,266,45,698,285,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,266,345,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,129,127,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,936,549,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,266,405,266,195,109,429,436,206,0,345,948,596,442,221,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,129,110,0,465,1466013154
969,438,0,330,638,300,800,502,266,60,849,470,0,90,133,480,0,15,888,470,673,432,771,480,266,435,266,420,625,94,608,285,133,300,266,495,0,405,655,422,133,330,0,150,0,255,266,45,698,285,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,271,347,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,129,127,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,932,550,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,268,408,266,195,109,429,436,206,0,345,948,596,442,221,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,6,376,133,495,129,110,0,465,1466013169
969,438,0,330,638,300,800,502,266,60,849,470,0,90,133,480,0,15,888,470,673,432,771,480,266,435,266,420,609,99,608,285,133,300,266,495,0,405,655,422,133,330,0,150,0,255,266,45,698,285,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,133,225,882,546,271,347,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,129,127,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,932,550,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,268,408,266,195,109,429,436,206,439,192,948,596,442,221,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,33,379,133,495,129,110,0,465,1466013184
969,438,0,330,638,300,800,502,266,60,849,470,0,90,133,480,0,15,888,470,673,432,771,480,266,435,266,420,609,99,608,285,133,300,266,495,0,405,655,422,133,330,0,150,0,255,266,45,698,285,0,450,266,240,667,298,853,480,133,240,0,105,808,521,133,60,0,45,266,15,133,195,863,457,882,546,271,347,269,376,141,286,771,591,133,255,0,495,838,592,266,300,266,225,133,210,133,345,0,60,266,480,266,135,129,127,650,592,529,99,578,114,133,390,953,575,133,180,0,390,0,315,932,550,134,452,266,210,266,105,266,315,943,11,133,75,7,269,133,465,266,360,0,510,266,270,268,408,266,195,109,429,436,206,439,192,948,596,442,221,266,255,936,585,0,300,-1,288,0,195,0,435,266,120,0,30,-3,364,133,360,0,180,0,75,266,75,266,450,266,465,266,165,480,206,133,495,129,110,0,465,1466013199
