133,(43-34)*15+15,133,(66-34)*15+15,266,(67-67)*15+15,266,(93-67)*15+15,133,(55-34)*15+15,133,(47-34)*15+15,266,(89-67)*15+15,133,(45-34)*15+15,266,(77-67)*15+15,0,16*15+15,0,3*15+15,0,27*15+15,266,(99-67)*15+15,266,(75-67)*15+15,133,(48-34)*15+15,133,(64-34)*15+15,266,(86-67)*15+15,133,(56-34)*15+15,133,(36-34)*15+15,0,15*15+15,0,10*15+15,133,(37-34)*15+15,266,(80-67)*15+15,133,(58-34)*15+15,0,4*15+15,266,(70-67)*15+15,0,32*15+15,0,9*15+15,0,11*15+15,0,13*15+15,266,(74-67)*15+15,0,33*15+15,0,20*15+15,266,(82-67)*15+15,0,1*15+15,266,(68-67)*15+15,0,26*15+15,266,(73-67)*15+15,266,(97-67)*15+15,0,8*15+15,0,23*15+15,0,2*15+15,266,(83-67)*15+15,266,(87-67)*15+15,133,(40-34)*15+15,133,(53-34)*15+15,0,17*15+15,0,29*15+15,133,(65-34)*15+15,266,(81-67)*15+15,133,(49-34)*15+15,0,25*15+15,266,(92-67)*15+15,133,(39-34)*15+15,266,(96-67)*15+15,266,(69-67)*15+15,133,(38-34)*15+15,0,18*15+15,266,(88-67)*15+15,266,(95-67)*15+15,266,(85-67)*15+15,133,(59-34)*15+15,133,(41-34)*15+15,133,(60-34)*15+15,266,(98-67)*15+15,0,7*15+15,133,(63-34)*15+15,133,(34-34)*15+15,0,24*15+15,133,(46-34)*15+15,133,(62-34)*15+15,0,31*15+15,0,12*15+15,133,(35-34)*15+15,133,(57-34)*15+15,0,21*15+15,133,(54-34)*15+15,266,(76-67)*15+15,133,(50-34)*15+15,133,(52-34)*15+15,0,30*15+15,0,19*15+15,0,22*15+15,0,14*15+15,266,(90-67)*15+15,266,(78-67)*15+15,0,6*15+15,266,(84-67)*15+15,133,(44-34)*15+15,266,(71-67)*15+15,0,5*15+15,266,(79-67)*15+15,266,(94-67)*15+15,133,(51-34)*15+15,0,0*15+15,133,(42-34)*15+15,266,(72-67)*15+15,0,28*15+15,133,(61-34)*15+15,266,(91-67)*15+15,1464588079
133,150,133,495,266,15,266,405,133,330,133,210,733,222,133,180,266,165,595,196,435,189,0,420,266,495,266,135,133,225,133,465,266,300,133,345,133,45,500,161,620,353,133,60,266,210,133,375,643,66,266,60,0,495,763,414,626,92,869,361,266,120,0,510,812,393,266,240,830,63,266,30,0,405,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,410,503,0,450,133,480,266,225,133,240,0,390,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,133,15,902,170,133,195,133,435,0,480,555,547,133,30,133,360,690,502,133,315,266,150,133,255,133,285,0,465,417,108,429,28,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,0,435,133,420,266,375,1464588307
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,0,420,266,495,266,135,133,225,133,465,266,300,133,345,133,45,500,161,620,353,133,60,266,210,133,375,643,66,266,60,0,495,763,414,626,92,869,361,266,120,0,510,812,393,266,240,825,260,266,30,0,405,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,410,503,0,450,133,480,266,225,133,240,0,390,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,133,15,902,170,133,195,133,435,0,480,555,547,133,30,133,360,690,502,133,315,266,150,133,255,133,285,0,465,417,108,429,28,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,0,435,133,420,266,375,1464588322
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,0,420,266,495,266,135,133,225,133,465,266,300,133,345,133,45,500,161,620,353,133,60,266,210,133,375,643,66,266,60,0,495,763,414,626,92,869,361,266,120,0,510,812,393,266,240,821,254,266,30,501,172,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,408,535,0,450,133,480,266,225,133,240,482,461,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,133,15,924,76,133,195,133,435,0,480,555,547,133,30,133,360,690,502,133,315,266,150,133,255,133,285,0,465,417,108,429,28,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,0,435,133,420,266,375,1464588337
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,133,45,500,161,620,353,133,60,266,210,133,375,643,66,266,60,0,495,763,414,626,92,869,361,266,120,0,510,812,393,266,240,821,254,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,408,535,0,450,133,480,266,225,133,240,482,461,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,133,15,924,76,133,195,133,435,0,480,555,547,133,30,133,360,690,502,133,315,266,150,133,255,133,285,0,465,417,108,429,28,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,493,397,133,420,266,375,1464588352
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,133,45,500,161,620,353,133,60,266,210,133,375,643,66,266,60,0,495,763,414,626,92,869,361,266,120,0,510,812,393,266,240,821,254,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,133,15,924,76,133,195,133,435,0,480,732,533,133,30,133,360,690,502,133,315,266,150,133,255,133,285,412,24,417,108,442,29,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,480,440,133,420,266,375,1464588367
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,133,45,500,161,620,353,133,60,266,210,133,375,643,66,266,60,720,503,763,414,626,92,869,361,266,120,0,510,812,393,266,240,821,254,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,133,15,924,76,133,195,133,435,638,241,732,533,133,30,133,360,690,502,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,480,440,133,420,266,375,1464588382
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,133,45,500,161,620,353,133,60,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,821,254,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,133,15,924,76,133,195,133,435,638,241,732,533,167,15,133,360,681,492,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,480,440,133,420,266,375,1464588397
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,887,204,500,161,620,353,133,60,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,821,254,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,133,90,266,450,266,45,133,75,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,875,92,924,76,133,195,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,480,440,133,420,266,375,1464588412
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,887,204,500,161,620,353,649,383,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,706,300,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,133,105,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,133,90,266,450,266,45,495,336,417,88,266,330,266,435,266,285,133,390,133,120,133,405,266,480,434,235,133,450,875,92,924,76,133,195,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,480,440,133,420,266,375,1464588427
133,150,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,887,204,500,161,620,353,649,383,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,706,300,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,679,463,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,649,328,266,450,266,45,495,336,417,88,266,330,266,435,266,285,133,390,707,549,133,405,266,480,434,235,133,450,875,92,924,76,133,195,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,133,165,266,75,459,473,266,195,266,420,133,270,446,64,133,135,266,90,480,440,133,420,266,375,1464588442
501,62,133,495,266,15,266,405,133,330,133,210,696,224,133,180,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,887,204,500,161,620,353,649,383,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,706,300,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,527,535,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,649,328,266,450,266,45,495,336,417,88,266,330,266,435,266,285,133,390,707,549,133,405,266,480,434,235,133,450,875,92,924,76,133,195,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,615,451,266,75,459,473,266,195,266,420,133,270,446,64,549,490,266,90,480,440,133,420,266,375,1464588457
501,62,133,495,266,15,266,405,133,330,133,210,696,224,918,169,266,165,636,195,435,189,552,137,266,495,266,135,133,225,133,465,266,300,133,345,887,204,500,161,620,353,649,383,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,706,300,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,527,535,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,649,328,266,450,266,45,495,336,417,88,266,330,266,435,266,285,133,390,707,549,133,405,266,480,434,235,133,450,875,92,924,76,698,568,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,784,256,266,75,459,473,266,195,266,420,133,270,446,64,549,490,266,90,480,440,133,420,266,375,1464588472
501,62,133,495,266,15,266,405,133,330,133,210,696,224,918,169,266,165,636,195,435,189,552,137,266,495,266,135,888,292,133,465,266,300,133,345,887,204,500,161,620,353,649,383,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,706,300,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,527,535,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,649,328,266,450,266,45,495,336,417,88,266,330,266,435,266,285,133,390,707,549,133,405,266,480,434,235,133,450,875,92,924,76,698,568,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,133,255,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,784,256,266,75,459,473,266,195,266,420,133,270,446,64,549,490,266,90,480,440,133,420,266,375,1464588487
501,62,133,495,266,15,266,405,133,330,715,190,696,224,918,169,266,165,636,195,435,189,552,137,266,495,266,135,888,292,133,465,266,300,133,345,887,204,500,161,620,353,649,383,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,706,300,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,527,535,133,300,408,535,426,522,133,480,266,225,133,240,482,461,266,390,649,328,266,450,266,45,495,336,417,88,266,330,266,435,266,285,133,390,707,549,133,405,266,480,434,235,133,450,875,92,924,76,698,568,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,498,559,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,784,256,266,75,459,473,266,195,266,420,133,270,446,64,549,490,266,90,480,440,133,420,266,375,1464588502
501,62,133,495,266,15,266,405,133,330,715,190,696,224,918,169,266,165,636,195,435,189,552,137,266,495,266,135,888,292,133,465,266,300,133,345,887,204,500,161,620,353,649,383,266,210,133,375,643,66,266,60,854,449,763,414,626,92,869,361,266,120,585,117,812,393,266,240,706,300,266,30,503,189,266,105,266,465,883,508,423,389,431,211,266,255,266,315,527,535,133,300,408,535,426,522,133,480,266,225,511,386,482,461,266,390,649,328,266,450,266,45,495,336,417,88,266,330,266,435,266,285,133,390,707,549,133,405,266,480,434,235,133,450,875,92,924,76,698,568,133,435,638,241,732,533,665,508,133,360,681,492,133,315,266,150,498,559,133,285,486,85,417,108,442,29,423,561,280,368,266,180,705,472,266,270,784,256,266,75,459,473,266,195,266,420,511,282,446,64,549,490,266,90,480,440,133,420,266,375,1464588517
