0,24*15+15,266,(93-67)*15+15,0,28*15+15,266,(80-67)*15+15,0,5*15+15,0,13*15+15,133,(35-34)*15+15,133,(61-34)*15+15,266,(67-67)*15+15,133,(59-34)*15+15,133,(54-34)*15+15,266,(81-67)*15+15,266,(89-67)*15+15,266,(90-67)*15+15,0,10*15+15,0,0*15+15,0,12*15+15,266,(99-67)*15+15,133,(37-34)*15+15,266,(75-67)*15+15,266,(79-67)*15+15,0,29*15+15,266,(76-67)*15+15,133,(57-34)*15+15,0,22*15+15,266,(92-67)*15+15,133,(47-34)*15+15,133,(52-34)*15+15,266,(71-67)*15+15,133,(40-34)*15+15,133,(45-34)*15+15,133,(42-34)*15+15,0,9*15+15,133,(56-34)*15+15,0,31*15+15,133,(64-34)*15+15,133,(38-34)*15+15,266,(70-67)*15+15,0,26*15+15,0,25*15+15,133,(53-34)*15+15,266,(73-67)*15+15,0,17*15+15,0,14*15+15,0,18*15+15,133,(55-34)*15+15,0,11*15+15,133,(36-34)*15+15,0,19*15+15,133,(46-34)*15+15,266,(94-67)*15+15,133,(58-34)*15+15,266,(69-67)*15+15,266,(85-67)*15+15,133,(49-34)*15+15,133,(60-34)*15+15,266,(68-67)*15+15,0,21*15+15,133,(50-34)*15+15,133,(62-34)*15+15,0,20*15+15,133,(65-34)*15+15,133,(41-34)*15+15,266,(97-67)*15+15,0,27*15+15,266,(95-67)*15+15,0,4*15+15,266,(82-67)*15+15,133,(66-34)*15+15,266,(83-67)*15+15,0,15*15+15,266,(91-67)*15+15,133,(39-34)*15+15,266,(78-67)*15+15,0,7*15+15,133,(48-34)*15+15,266,(88-67)*15+15,0,23*15+15,266,(72-67)*15+15,266,(87-67)*15+15,266,(77-67)*15+15,0,1*15+15,0,6*15+15,266,(96-67)*15+15,133,(63-34)*15+15,266,(98-67)*15+15,133,(44-34)*15+15,133,(34-34)*15+15,0,3*15+15,0,30*15+15,0,2*15+15,266,(74-67)*15+15,0,8*15+15,0,16*15+15,133,(43-34)*15+15,0,32*15+15,133,(51-34)*15+15,0,33*15+15,266,(86-67)*15+15,266,(84-67)*15+15,1464599699
0,375,266,405,0,435,266,210,0,90,0,210,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,0,330,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,0,30,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464599934
0,375,266,405,0,435,266,210,0,90,0,210,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,0,330,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,0,30,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464599953
0,375,266,405,0,435,266,210,0,90,0,210,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,0,330,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,0,30,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464599972
0,375,266,405,0,435,266,210,0,90,0,210,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,0,330,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,0,30,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464599987
0,375,266,405,0,435,266,210,0,90,0,210,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,0,330,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,0,30,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464600003
0,375,266,405,0,435,266,210,0,90,0,210,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,0,330,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464600034
0,375,266,405,0,435,266,210,0,90,0,210,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,0,330,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464600049
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,490,178,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464600064
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,442,179,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,0,495,133,270,0,510,266,300,266,270,1464600079
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,133,75,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,442,179,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,90,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,540,103,133,270,0,510,266,300,266,270,1464600094
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,442,61,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,442,179,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,133,150,540,103,133,270,0,510,266,300,266,270,1464600109
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,442,61,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,442,179,133,255,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,417,122,540,103,133,270,0,510,266,300,266,270,1464600124
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,442,61,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,442,179,504,132,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,417,122,540,103,133,270,0,510,266,300,266,270,1464600139
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,442,61,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,133,330,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,442,179,504,132,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,417,122,540,103,133,270,0,510,266,300,266,270,1464600154
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,133,465,442,61,266,60,0,405,0,390,133,300,266,105,0,270,0,225,0,285,522,88,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,266,30,442,179,504,132,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,417,122,540,103,133,270,0,510,266,300,266,270,1464600169
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,486,61,442,61,632,61,0,405,0,390,133,300,266,105,0,270,0,225,0,285,522,88,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,531,71,442,179,504,132,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,417,122,540,103,133,270,0,510,266,300,266,270,1464600184
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,486,61,442,61,632,61,0,405,0,390,133,300,266,105,0,270,0,225,0,285,522,88,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,520,75,443,226,504,132,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,443,124,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,417,122,540,103,133,270,0,510,266,300,266,270,1464600199
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,486,61,442,61,632,61,0,405,0,390,133,300,266,105,0,270,0,225,0,285,522,88,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,520,75,443,226,527,163,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,266,90,266,315,266,165,453,191,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,427,189,540,103,133,270,0,510,266,300,266,270,1464600214
0,375,266,405,0,435,266,210,0,90,444,143,133,30,133,420,266,15,133,390,133,315,266,225,266,345,266,360,0,165,443,75,0,195,266,495,133,60,266,135,266,195,0,450,266,150,133,360,0,345,266,390,133,210,133,285,266,75,133,105,133,180,133,135,0,150,133,345,0,480,486,61,442,61,632,61,0,405,0,390,133,300,267,106,0,270,0,225,0,285,522,88,0,180,133,45,0,300,133,195,266,420,133,375,266,45,266,285,133,240,133,405,520,75,443,226,527,163,133,435,0,315,133,480,133,120,266,465,0,420,266,435,0,75,266,240,133,495,266,255,0,240,266,375,133,93,266,180,0,120,133,225,266,330,0,360,493,214,266,315,506,180,453,191,0,105,266,450,133,450,266,480,133,165,133,15,0,60,0,465,0,45,266,120,0,135,0,255,427,189,540,103,133,270,0,510,266,300,266,270,1464600229
